MSISDN,Data_Browsing_Allowance,SMS_Allowance,Voice_On-Net_Allowance,Voice_Off-Net_Allowance,Data_Social_Allowance,Datetime,Amount
9230963789911,3699,858,261,112,2455,2023-09-21 04:25:16,611
9230265833817,5540,918,279,77,1636,2023-03-04 17:05:02,436
9230608797513,5370,321,440,72,1862,2024-09-20 14:53:51,741
9230458233434,3191,472,491,35,381,2023-12-04 05:52:34,324
9230804972100,2909,739,368,178,266,2024-09-15 18:17:48,621
9230719228714,9254,351,223,64,418,2024-04-23 08:49:17,229
9230483063262,9768,650,238,141,921,2024-09-29 04:05:38,267
9230130432269,5463,718,484,143,2862,2023-10-05 02:01:57,454
9230503425792,3808,958,358,214,719,2024-06-10 00:27:43,613
9230702302189,613,326,381,275,1965,2024-02-10 13:25:56,555
9230291832784,3792,180,434,157,2800,2024-06-16 19:01:35,810
9230850684352,2068,442,115,21,2082,2023-04-09 11:49:41,602
9230757247005,2055,369,58,176,1924,2024-03-16 01:28:11,530
9230195976999,9157,196,60,61,358,2024-02-20 06:53:38,660
9230844863890,3623,453,493,300,1747,2024-02-20 12:40:11,508
9230250373229,7336,149,236,20,1402,2024-10-28 15:46:14,435
9230530607842,5168,183,316,82,1713,2024-06-21 15:20:48,888
9230130432269,5127,640,460,131,1937,2024-06-03 21:40:23,119
9230296988060,1776,787,114,48,1402,2023-01-11 05:07:06,756
9230515222731,9558,463,450,278,916,2024-11-23 04:25:42,517
9230526661255,8070,941,96,38,2620,2024-06-08 23:52:18,762
9230848893085,6420,505,212,187,2997,2024-02-18 12:46:48,144
9230493806941,4197,894,106,48,1563,2024-03-25 09:41:43,85
9230128026064,2101,753,59,236,738,2023-12-13 05:33:39,398
9230243179920,6711,337,434,248,1692,2023-10-26 20:38:26,412
9230490717091,615,514,489,25,2740,2024-05-29 12:51:19,625
9230297542011,1002,831,368,97,2705,2024-07-19 04:01:15,435
9230916001896,3287,373,417,202,388,2024-04-19 16:16:45,195
9230963789911,2607,807,128,113,1146,2023-09-27 03:35:20,680
9230136074684,8171,476,190,289,860,2023-01-10 11:02:30,439
9230491718472,5406,311,202,232,384,2023-11-20 16:27:47,268
9230793158951,3430,121,244,30,984,2023-11-27 18:10:08,181
9230222425251,1404,338,357,266,531,2023-08-18 19:17:36,777
9230184750806,6551,526,491,106,1072,2023-04-02 07:11:43,331
9230347659110,2671,839,455,259,1714,2023-04-26 10:08:31,983
9230839531825,6894,434,388,254,2565,2024-08-10 23:31:16,991
9230633703313,6183,230,418,200,2272,2023-03-20 06:07:19,502
9230839531825,6073,948,63,170,1591,2023-06-25 06:27:10,757
9230297855405,9426,928,258,272,737,2024-01-27 01:20:52,547
9230344399416,4674,597,321,142,1504,2023-06-28 18:01:51,829
9230639362130,7304,197,205,105,2762,2023-09-06 11:25:18,576
9230957219651,8540,142,365,28,1364,2024-10-31 09:55:52,555
9230843939004,3719,202,262,168,2346,2024-11-20 15:19:29,892
9230927056639,9376,363,328,26,2354,2023-02-22 12:22:57,602
9230509493265,9539,832,466,203,2119,2024-10-17 17:24:26,370
9230407015189,4435,337,138,65,1217,2024-07-13 09:07:05,59
9230322336485,2582,256,391,108,1909,2024-11-16 13:19:05,247
9230469234286,8167,695,285,250,1502,2023-03-02 19:15:08,516
9230377208567,6425,395,418,207,2457,2023-02-16 07:53:45,266
9230544164977,6168,412,317,142,1385,2023-04-07 18:16:10,703
9230732582752,9300,905,325,196,2092,2024-12-28 08:22:25,677
9230731598505,3115,441,61,248,1196,2024-07-14 01:33:26,553
9230861468048,8382,682,393,154,2706,2023-11-02 09:31:58,497
9230380721970,8793,884,106,183,1724,2024-08-26 05:50:25,972
9230627366212,1118,159,186,62,1468,2024-12-31 01:48:41,415
9230131212541,3599,425,378,184,1875,2023-10-04 15:20:17,989
9230521821189,9495,146,274,96,2446,2024-08-11 23:19:08,663
9230702302189,8415,182,62,154,1038,2023-06-01 10:40:37,533
9230781941999,3550,442,127,284,1486,2023-07-26 08:03:06,184
9230632946288,614,394,372,280,764,2023-02-12 12:16:43,107
9230463124616,5473,937,239,187,201,2024-06-28 00:48:45,779
9230701523260,4910,201,482,212,2626,2024-03-22 11:22:19,196
9230874225782,2686,751,380,144,2928,2024-03-17 23:24:13,721
9230999762562,6011,697,458,94,2517,2023-10-28 17:51:10,343
9230460925197,8974,478,63,50,1082,2023-11-04 20:38:15,411
9230756956744,5469,178,315,27,2647,2024-12-20 03:04:53,151
9230382598306,9225,286,142,192,2662,2023-01-07 07:01:58,589
9230951173620,7410,140,111,191,1119,2023-01-01 14:37:25,100
9230429988720,3470,386,141,288,2189,2023-04-27 01:24:55,361
9230553625236,9119,713,205,176,2617,2023-12-09 03:35:39,364
9230519509585,6936,644,286,36,1030,2024-01-28 17:16:07,639
9230536743904,9792,539,482,272,2533,2023-05-25 01:46:38,712
9230276660407,4955,949,321,146,2349,2023-07-21 19:46:01,442
9230260106137,4445,252,275,70,1910,2024-02-24 12:54:11,994
9230218302795,9441,955,168,282,2204,2023-11-23 20:49:16,79
9230371232044,1279,664,180,89,2764,2024-04-01 21:37:37,196
9230988629670,9409,219,95,294,1792,2024-12-23 06:41:01,943
9230375319344,3657,675,462,293,202,2024-09-13 22:33:21,483
9230541679053,8700,114,437,293,1478,2024-08-09 05:03:44,514
9230906222160,9187,904,122,64,2396,2024-05-18 14:55:38,644
9230610000463,5057,340,127,32,2482,2024-06-27 01:48:26,192
9230509493265,8905,679,176,94,406,2023-07-25 13:10:49,485
9230799348185,1799,758,112,209,1497,2023-02-18 06:20:43,878
9230483063262,4596,662,89,254,2289,2024-04-15 15:13:01,347
9230993322733,9041,481,274,87,1757,2024-08-11 09:06:36,987
9230279476066,4229,297,64,42,1569,2023-07-15 12:13:12,796
9230323952441,7278,123,455,176,237,2024-12-20 09:20:17,610
9230813900597,7853,626,167,254,1302,2024-12-16 12:37:23,297
9230799348185,5053,721,389,34,2871,2024-05-08 21:52:04,588
9230620962249,4551,913,447,202,2851,2024-11-03 17:48:27,449
9230460406713,7989,253,81,233,355,2024-11-23 02:08:50,192
9230320913591,9970,833,439,286,436,2024-06-12 04:11:55,249
9230639362130,8722,688,251,53,2857,2023-04-01 20:57:52,317
9230838747192,4205,875,347,254,2372,2024-07-19 20:45:38,539
9230533971297,1337,721,239,121,2369,2024-12-13 01:26:22,215
9230325454471,7267,131,445,295,1306,2024-04-13 18:01:45,844
9230101039883,5229,832,238,26,1395,2023-06-04 07:57:14,889
9230535496574,3618,329,165,82,1019,2023-03-19 17:19:23,312
9230386899259,4509,359,271,107,2856,2023-09-15 15:20:25,290
9230136370951,1788,580,55,282,968,2023-04-17 00:59:40,306
9230892354021,2730,178,424,239,1832,2024-06-11 21:04:04,934
9230759262037,1916,290,360,54,1725,2023-05-14 19:09:59,158
9230224556190,7738,197,168,153,816,2023-04-28 22:27:26,870
9230533562002,8974,396,138,61,2064,2024-01-23 07:00:01,532
9230555117124,4810,917,359,31,1992,2024-04-20 19:26:31,662
9230757247005,9000,165,337,88,1569,2023-09-04 20:46:25,476
9230128262006,6330,859,249,227,1915,2023-12-17 02:00:17,255
9230380721970,2114,629,168,253,1219,2024-11-22 23:32:24,199
9230587001801,5280,803,349,33,2830,2023-02-04 04:03:03,200
9230377208567,1584,633,496,71,1118,2023-06-20 09:56:59,760
9230940913341,9109,674,444,124,1562,2024-01-17 20:12:57,837
9230504769021,6013,706,423,272,2220,2024-11-11 06:32:14,874
9230131679184,4213,830,246,107,417,2023-02-22 14:02:22,812
9230728340344,2214,588,190,154,2920,2024-03-24 13:25:03,606
9230583143146,8528,565,435,207,850,2024-04-29 19:44:31,547
9230401971867,6216,796,197,58,1820,2024-02-02 16:31:00,649
9230756956744,7931,914,262,176,1115,2023-12-07 02:52:29,481
9230405694220,9013,706,292,23,226,2023-09-12 20:37:58,754
9230265833817,3880,824,459,84,2628,2023-04-18 09:27:28,521
9230707794631,5928,132,454,52,1292,2023-09-29 17:33:04,480
9230677426741,687,480,314,157,718,2023-07-08 20:10:23,999
9230208786773,3501,491,52,82,803,2024-08-31 18:36:48,583
9230377854779,8015,509,303,38,1347,2023-07-16 02:55:38,626
9230757247005,5319,865,440,222,1650,2023-12-01 12:59:18,842
9230260106137,7036,256,397,130,1050,2023-05-31 10:45:10,330
9230509493265,8925,981,380,63,2401,2024-03-23 20:27:57,487
9230218302795,5000,739,196,189,1660,2024-07-05 16:31:35,949
9230926844978,3500,594,81,222,831,2023-07-04 03:26:30,308
9230582875040,5917,603,182,223,1097,2024-12-09 22:53:08,730
9230141002657,7991,577,52,79,1208,2023-07-31 03:08:19,318
9230501743542,3675,511,390,193,1576,2023-12-20 22:39:55,67
9230693732136,9350,315,328,84,2298,2023-10-11 14:35:26,815
9230273259061,1141,504,476,124,1112,2023-09-27 15:23:44,178
9230340061181,6628,848,238,59,2544,2024-09-11 00:53:59,685
9230718459155,3103,621,283,123,452,2023-10-13 08:56:54,603
9230376679320,7126,179,238,249,643,2024-03-07 13:17:40,258
9230208786773,770,628,442,227,211,2023-05-06 14:04:21,455
9230894993614,7443,351,322,273,1786,2024-10-09 08:21:55,661
9230927056639,3943,656,390,217,342,2024-10-31 19:14:58,668
9230854996962,9211,779,249,175,2876,2024-03-04 04:33:49,407
9230267833934,6240,377,454,43,1364,2024-03-27 17:16:35,303
9230479530239,9500,167,216,166,1377,2023-11-21 19:50:45,651
9230479530239,6897,976,285,170,649,2024-07-07 07:59:32,758
9230553677954,1611,833,416,30,2667,2024-01-02 12:07:29,988
9230368714655,4125,297,129,47,2419,2024-01-21 09:50:58,891
9230951046596,2649,638,95,32,2370,2023-11-22 16:53:50,625
9230710999422,2978,452,121,231,374,2024-02-26 09:41:27,790
9230999762562,5348,627,52,177,1891,2024-02-04 08:01:24,266
9230237324066,5497,910,461,59,2121,2023-05-27 12:56:40,683
9230421889309,1144,127,278,104,1385,2024-02-08 08:20:19,786
9230899644989,8978,548,482,225,1988,2024-10-26 19:02:02,582
9230808755530,907,569,373,206,694,2024-12-22 15:49:22,161
9230712491291,2926,129,380,210,916,2023-07-20 04:08:47,824
9230316119294,4038,343,335,233,2093,2023-08-01 21:24:27,922
9230324505412,3172,262,54,30,1856,2023-05-27 06:43:13,175
9230239925602,830,132,70,209,411,2023-03-14 23:19:05,710
9230380831002,3082,122,115,34,379,2023-05-05 00:25:17,292
9230521850876,1035,968,111,144,729,2023-07-29 23:47:18,540
9230705284347,4034,173,424,289,840,2023-02-14 12:06:52,703
9230161844343,3646,138,63,198,2910,2023-04-14 04:35:57,879
9230620961607,5802,397,316,291,424,2023-01-15 15:51:21,350
9230289915767,5856,296,293,122,320,2023-10-26 02:34:15,838
9230457133173,2563,941,120,138,2112,2024-10-23 19:09:14,676
9230469090751,9384,226,444,261,2321,2024-10-01 15:28:59,518
9230784359368,1447,435,135,21,2687,2023-07-27 08:59:53,792
9230582875040,9711,166,264,92,1113,2023-09-17 12:20:36,282
9230513601178,5315,324,91,49,1466,2023-07-22 16:26:08,228
9230131213667,2343,184,382,61,1246,2024-05-21 15:24:33,718
9230898156533,4914,770,453,189,2479,2024-11-26 17:34:13,746
9230655468230,781,714,491,149,759,2023-02-16 00:29:40,927
9230572489793,6910,809,241,199,2199,2024-04-19 03:52:41,611
9230759296495,4908,676,307,77,1448,2024-08-09 04:36:19,336
9230804972100,6323,616,446,272,1357,2023-07-09 03:12:40,86
9230532570407,5683,628,176,158,1315,2023-11-05 03:24:50,159
9230320913591,8176,173,383,49,2834,2023-12-18 03:56:38,673
9230297855405,5674,740,381,148,2213,2024-07-26 18:32:30,671
9230428352927,5435,282,311,265,1438,2023-08-22 13:39:31,279
9230184750806,5802,932,386,226,1397,2024-03-04 01:06:18,686
9230764380110,533,674,108,237,944,2023-09-02 04:23:00,687
9230233566905,1241,910,407,260,358,2023-06-01 18:39:35,619
9230768882619,6457,610,180,71,696,2024-12-19 10:36:53,71
9230560138149,9802,718,214,255,386,2024-02-04 01:33:09,443
9230372387956,4225,766,434,251,1939,2024-04-13 12:30:11,907
9230478323663,8990,144,287,197,216,2023-01-18 09:28:32,748
9230745590992,7520,998,427,282,1210,2024-05-08 22:17:39,383
9230801432971,5085,305,393,55,372,2024-06-02 17:09:36,138
9230449994233,3978,434,222,239,494,2023-05-24 10:25:41,366
9230705284347,5661,775,92,22,2261,2023-01-17 21:36:38,928
9230237322715,9823,488,458,196,587,2024-02-11 19:24:45,731
9230349006281,2795,873,434,203,1188,2023-11-08 22:15:38,748
9230104488435,9892,488,423,224,1198,2023-12-12 01:44:57,937
9230181101498,8398,504,492,198,2596,2023-08-28 04:11:01,127
9230324505412,9121,480,95,142,2550,2023-02-11 20:48:26,218
9230135697838,5266,770,399,128,2370,2024-12-07 21:15:52,839
9230460235560,1474,138,165,106,2516,2024-06-05 00:56:05,489
9230206993428,3877,890,462,161,2219,2024-11-04 11:15:28,582
9230189367566,6690,645,92,232,918,2023-05-14 05:19:21,456
9230296988060,4567,279,298,225,1835,2024-02-08 01:45:00,818
9230221414651,2784,979,180,268,1833,2024-03-12 20:54:26,703
9230344399416,7500,970,222,99,2324,2023-05-04 07:15:14,595
9230913662608,9583,475,245,276,2398,2024-02-01 14:03:32,992
9230262593890,2833,567,290,27,2657,2023-04-18 20:29:02,213
9230310826483,9666,881,367,258,1428,2023-10-24 01:12:48,423
9230996123791,6361,840,407,270,992,2023-10-09 08:29:22,927
9230181232816,3949,545,208,104,499,2024-05-16 12:25:32,739
9230620961607,4177,880,452,233,1463,2023-02-27 06:12:10,579
9230130432269,1223,257,186,279,1052,2024-02-05 01:37:42,343
9230200289727,2301,668,161,273,1612,2023-10-09 22:41:18,837
9230195976999,2209,266,273,293,2995,2023-12-02 04:07:29,219
9230492137781,9587,644,415,172,803,2023-09-23 11:41:46,930
9230214230900,8418,559,451,158,875,2023-05-05 11:02:04,321
9230354967134,9023,912,115,192,1276,2024-06-24 11:49:03,967
9230892354021,2581,753,481,140,2712,2024-01-06 14:28:01,609
9230965222030,7812,248,215,180,1925,2023-11-28 05:35:04,68
9230974624965,8797,711,142,187,2987,2023-01-24 16:55:29,842
9230691534638,3663,628,135,238,1973,2024-06-18 06:53:18,119
9230134569915,2913,431,62,175,2730,2024-02-10 13:31:07,458
9230655468230,6181,959,327,165,2972,2023-09-03 04:56:44,979
9230276660407,4904,566,417,164,2638,2024-04-23 06:24:33,994
9230799348185,2548,945,263,214,449,2024-02-01 23:48:48,620
9230116725380,7532,208,398,136,813,2023-07-15 00:32:34,967
9230136370951,6007,823,398,207,2530,2023-06-10 21:34:06,590
9230678073159,5226,240,365,205,318,2024-02-26 10:36:24,166
9230750008450,1988,655,218,234,1362,2024-06-12 03:43:02,939
9230865562600,9650,612,263,107,2340,2023-09-23 14:28:19,640
9230135697838,8907,985,226,164,869,2023-05-05 06:18:52,135
9230136370951,4904,862,282,264,1841,2023-03-10 10:33:02,794
9230996123791,5695,836,331,244,1425,2023-10-16 20:44:42,593
9230874225782,1972,563,304,156,698,2023-03-02 06:48:32,660
9230705284347,3682,733,482,119,2821,2023-04-20 13:47:05,353
9230166511912,5444,940,240,211,1940,2024-01-31 15:50:23,524
9230395884015,5097,487,374,122,721,2023-06-16 04:48:34,519
9230678073159,8416,306,441,282,2302,2024-02-28 21:10:29,848
9230758196297,6552,487,413,224,924,2024-04-26 11:05:59,810
9230354967134,1514,151,434,81,394,2024-11-22 22:34:30,786
9230957219651,4541,480,489,207,880,2024-03-06 15:31:46,335
9230627366212,2242,142,414,41,2054,2024-09-09 21:40:01,435
9230542774756,4329,792,398,109,2896,2023-08-23 11:11:49,495
9230585087525,9152,780,457,77,1134,2023-02-04 16:47:15,904
9230406874492,4172,477,115,214,762,2023-01-18 11:16:29,380
9230535496574,7915,750,142,297,2068,2023-09-18 18:05:45,314
9230545817301,6907,456,135,113,685,2024-12-25 08:37:33,559
9230436309566,7207,754,396,64,2171,2023-07-15 10:37:00,95
9230912538628,667,115,187,87,851,2024-10-27 05:45:45,970
9230633703313,4549,589,148,162,2998,2023-12-14 13:44:57,94
9230281653523,4101,256,378,38,1794,2023-05-11 08:54:55,911
9230174392318,3994,252,166,55,1113,2023-05-14 20:25:37,893
9230276660407,7965,402,61,208,1206,2023-02-12 14:59:06,861
9230320913591,2287,379,130,26,1118,2023-07-31 11:51:59,146
9230102123429,8804,767,51,46,326,2023-10-18 20:46:24,982
9230854438776,8348,422,181,298,883,2023-11-02 03:33:46,999
9230267833934,9070,587,200,162,2584,2024-01-26 03:29:42,470
9230817598215,7924,417,279,59,1032,2024-12-05 11:47:19,447
9230131212541,2437,546,109,192,1440,2023-08-06 19:05:19,303
9230841273951,589,965,270,29,2186,2024-11-27 02:19:17,445
9230793158951,2922,480,79,22,2349,2024-03-11 10:12:58,759
9230935333762,7363,520,368,297,2904,2024-03-22 00:30:08,472
9230252568240,2520,445,203,296,296,2024-06-27 05:10:41,993
9230590622845,9350,694,65,148,628,2024-12-06 14:52:20,816
9230834904761,9171,368,295,30,1757,2023-02-27 15:13:36,976
9230671681911,6270,570,184,84,2827,2023-09-06 22:00:33,915
9230904602671,6966,863,374,118,987,2024-01-25 12:40:30,542
9230745590992,1020,139,370,228,1341,2023-05-08 20:40:14,256
9230401465493,3940,158,55,235,881,2023-01-23 02:16:30,521
9230344399416,9736,810,282,201,2158,2024-12-04 00:06:22,561
9230655468230,2612,978,54,54,275,2023-06-13 07:58:09,229
9230924151654,2275,143,117,89,2501,2023-12-24 10:14:15,516
9230182771385,5071,904,475,96,668,2023-01-31 03:32:08,490
9230625617252,2248,808,212,87,1248,2024-11-04 19:53:31,103
9230924151654,1289,831,241,86,688,2023-11-22 09:13:56,814
9230942028822,6465,264,182,207,935,2023-07-15 00:18:03,982
9230671681911,7534,673,204,89,2442,2023-04-30 00:11:02,654
9230445974479,4470,332,367,183,748,2024-01-31 21:19:45,458
9230583143146,3816,949,169,193,2235,2024-06-27 15:56:45,590
9230199794288,6304,934,490,176,2675,2024-05-30 14:25:34,473
9230834904761,6955,795,241,116,1956,2023-03-18 14:05:04,834
9230578961856,519,171,440,241,2654,2023-08-25 23:42:20,178
9230182771385,2695,822,359,260,2287,2024-03-08 02:52:26,237
9230108807547,4853,370,249,87,855,2024-08-17 05:47:51,210
9230863763764,7469,252,288,165,866,2023-03-07 00:28:31,778
9230483525064,8561,351,306,247,1237,2023-11-10 13:31:58,615
9230781941999,5300,182,178,86,2819,2024-07-18 07:49:29,383
9230587001801,3315,989,271,37,2841,2023-04-21 15:24:02,717
9230991595287,2670,734,306,165,2140,2023-05-08 07:24:52,608
9230898156533,7996,357,82,225,1760,2024-11-04 01:09:23,433
9230696877696,4626,685,123,47,451,2024-10-12 21:39:30,98
9230764380110,7924,659,283,204,2651,2024-07-25 23:12:59,72
9230161844343,4814,682,276,273,2080,2023-10-06 20:30:09,672
9230365091079,1817,966,235,21,1539,2024-07-20 22:07:16,467
9230365091079,9835,615,289,106,1730,2024-11-28 21:52:28,935
9230453084420,9462,263,460,120,2338,2023-06-16 22:30:47,545
9230663695123,6351,510,361,122,1310,2023-08-07 15:56:02,534
9230734656004,9804,962,61,222,2153,2024-04-28 05:02:10,600
9230131679184,634,246,99,197,2101,2023-05-20 17:18:40,419
9230854996962,9133,185,201,70,1080,2023-10-20 12:17:04,782
9230549696488,1263,263,338,279,1478,2023-06-17 07:11:34,738
9230655468230,7974,555,219,278,1606,2023-01-10 03:07:48,687
9230539361665,568,384,364,270,678,2024-11-15 06:30:18,353
9230277017963,1304,826,194,110,791,2024-07-06 02:31:18,962
9230636066934,2209,600,312,59,2485,2024-03-27 02:09:33,866
9230240764422,7980,327,196,273,1403,2023-09-30 07:29:04,166
9230423959650,9805,967,175,150,1087,2023-10-26 08:31:24,618
9230293952148,2317,866,444,37,688,2023-07-31 19:56:56,677
9230582461373,3592,253,259,80,1232,2023-04-13 13:48:24,697
9230340148689,4593,970,488,66,1249,2023-09-14 10:03:41,996
9230710999422,8545,176,322,66,640,2023-08-05 03:11:41,243
9230164904391,8134,732,78,158,1711,2024-08-16 21:12:25,89
9230719228714,4946,250,346,66,1130,2024-11-16 19:43:59,447
9230533971297,9462,313,60,279,934,2024-10-14 00:10:33,558
9230239925602,1129,504,105,216,1231,2024-11-12 11:06:06,60
9230773751253,8834,107,143,37,2844,2023-05-01 08:36:58,204
9230745590992,8298,993,343,129,2433,2023-03-12 22:38:38,665
9230483063262,9341,244,265,63,226,2023-05-04 14:24:48,125
9230974624965,9115,429,420,231,1380,2024-03-11 13:14:51,71
9230128262006,7959,985,114,222,1143,2023-10-19 15:11:37,633
9230927056639,3900,706,395,86,1235,2023-01-26 10:26:32,473
9230648571772,930,977,77,197,2452,2023-12-17 21:13:16,599
9230172475544,7463,210,263,141,2207,2023-08-04 04:33:26,61
9230839186102,9522,387,211,200,265,2023-07-18 22:07:18,840
9230405694220,9782,764,194,292,2183,2023-03-16 05:32:07,142
9230131679184,8781,375,293,236,274,2024-04-17 18:32:30,832
9230461913145,3685,427,341,279,1764,2024-04-28 05:44:46,767
9230270654265,706,153,237,289,2711,2023-12-26 08:27:15,228
9230277017963,5009,164,421,147,1013,2024-07-23 03:52:07,306
9230411287976,6005,922,93,102,2512,2023-12-15 18:45:24,254
9230169412325,2226,375,308,237,2832,2024-07-28 19:32:57,813
9230469090751,5362,841,259,65,839,2024-12-09 21:50:58,120
9230297580025,5393,553,134,179,2935,2024-06-05 05:05:38,878
9230356540951,4924,910,59,34,2111,2023-08-12 03:36:26,322
9230595811548,9664,499,278,60,346,2023-04-25 21:29:07,775
9230284527343,8909,603,433,36,1824,2024-11-21 22:08:35,298
9230587802695,5940,116,480,220,233,2024-10-27 09:55:11,362
9230308743962,7474,464,209,271,1808,2023-02-18 04:13:26,109
9230226068492,8370,188,243,233,1138,2023-11-23 01:18:39,756
9230307828705,9428,894,215,293,440,2024-11-01 09:47:59,963
9230584157454,2513,532,181,244,2862,2023-01-30 11:24:15,566
9230513601178,621,400,129,283,422,2024-04-25 11:09:59,595
9230525329325,5613,962,197,134,1667,2024-01-22 16:38:17,75
9230608137268,512,482,436,268,1999,2023-04-13 11:18:41,284
9230671758459,2787,508,106,95,2725,2024-03-22 20:18:16,139
9230584157454,751,296,377,222,2375,2023-07-09 03:15:56,754
9230382598306,2982,930,168,92,2840,2024-08-26 01:19:59,192
9230292005339,7238,719,435,73,304,2023-11-28 12:58:16,933
9230376679320,1253,123,256,183,738,2024-03-24 09:46:07,877
9230257976986,9703,485,305,223,2588,2024-03-17 15:46:25,484
9230406147934,3112,213,199,143,2408,2023-09-20 15:58:08,746
9230904602671,6586,194,430,216,1704,2024-01-22 22:28:04,712
9230991595287,5073,152,479,213,2549,2023-10-19 22:05:10,577
9230533562002,1944,880,304,239,1374,2023-01-11 00:23:18,478
9230781941999,2847,590,386,163,1423,2023-03-02 16:08:11,357
9230751286997,5607,749,165,247,1848,2024-01-04 12:51:22,614
9230587001801,7522,704,388,36,1392,2023-12-06 15:07:00,531
9230141002657,3388,462,80,153,2821,2023-02-08 22:04:19,506
9230492437848,9575,256,285,162,1663,2023-10-02 12:24:57,728
9230300480073,7918,819,437,229,878,2023-03-12 06:42:11,647
9230136074684,1852,948,67,219,350,2023-05-31 03:10:07,202
9230223870632,8730,312,270,248,2696,2023-04-04 08:31:02,296
9230703883514,8299,971,363,276,2704,2023-10-15 13:44:26,107
9230296988060,1221,363,212,122,1404,2023-08-06 00:08:20,236
9230198819986,2645,553,411,57,2299,2023-12-23 06:47:10,787
9230719228714,3577,819,479,281,2222,2024-10-19 12:55:30,809
9230582711549,2487,146,356,133,2491,2024-10-14 02:30:43,104
9230324505412,6033,598,59,276,811,2024-05-08 10:18:04,197
9230740178078,5835,132,308,190,2012,2023-05-25 13:44:37,875
9230863763764,8339,769,453,92,326,2023-09-29 23:32:45,897
9230461913145,8484,636,474,47,1370,2023-08-08 09:20:48,685
9230286090141,9667,121,439,244,1622,2024-01-23 18:46:43,348
9230386899259,3069,164,301,219,1242,2023-10-16 18:34:49,542
9230813900597,7351,669,205,208,2773,2024-04-20 13:30:08,639
9230483525064,9529,534,465,166,1984,2024-04-26 16:25:46,580
9230877924960,1769,482,186,209,2166,2024-09-06 09:31:17,105
9230323323380,7282,123,278,188,1072,2024-11-28 21:05:08,368
9230232190327,7925,565,61,135,2031,2023-07-18 10:55:49,61
9230248021475,9788,847,292,288,2805,2024-11-22 22:16:17,315
9230222425251,7716,567,329,145,1698,2024-04-28 20:41:12,535
9230701523260,6924,660,278,175,2031,2023-09-13 20:21:47,435
9230924151654,4725,919,103,238,477,2024-09-30 02:36:16,448
9230233566905,1398,258,164,297,1458,2024-10-07 05:04:40,423
9230488909528,568,357,109,217,741,2024-12-13 07:08:20,713
9230502363761,5197,163,429,86,1495,2023-01-25 00:23:47,661
9230114635206,3541,670,367,116,1990,2023-11-27 23:17:46,781
9230131213667,5360,977,379,108,1833,2024-02-12 08:32:30,633
9230463124616,8328,289,105,279,2211,2023-07-12 00:37:13,979
9230283949996,520,826,204,198,1702,2024-01-10 14:32:42,987
9230267833934,6060,974,272,135,1607,2023-02-12 17:02:52,231
9230768600866,2022,573,253,104,2221,2023-01-26 18:57:47,714
9230484748077,8981,734,420,103,2453,2024-04-25 22:56:23,212
9230300480073,2942,330,433,284,853,2024-05-31 05:22:10,561
9230200289727,8217,936,483,148,608,2024-01-19 20:07:18,924
9230560138149,8692,708,461,195,2360,2023-07-01 22:10:23,554
9230813900597,2026,580,235,29,591,2024-04-02 01:31:22,258
9230575260490,2064,390,108,169,1994,2024-03-21 06:40:03,360
9230460235560,4863,739,102,203,2003,2024-11-18 10:12:29,865
9230281653523,4397,715,51,150,1623,2023-08-16 17:55:30,899
9230406874492,9422,894,53,176,1292,2023-11-16 04:28:43,297
9230578961856,7763,779,299,82,1571,2024-11-03 06:49:23,643
9230620962249,4300,290,102,226,907,2024-01-17 01:43:32,568
9230740178078,2764,634,482,24,2481,2023-10-02 11:39:52,246
9230371232044,6223,873,253,168,347,2024-03-13 20:12:34,440
9230277713469,741,542,280,47,2351,2024-07-06 05:50:09,560
9230734032528,5875,596,399,219,1108,2023-09-19 12:24:29,483
9230377119445,1474,739,119,152,732,2023-10-25 11:36:26,636
9230252568240,7661,544,485,199,479,2024-02-08 20:56:55,923
9230277017963,8722,443,395,243,740,2024-01-23 07:36:05,369
9230532210174,1156,951,397,114,2921,2024-02-13 08:34:26,876
9230429988720,3532,496,58,233,1009,2023-11-27 14:38:19,992
9230283219045,3091,486,159,185,1125,2023-06-02 02:33:01,159
9230424681184,1130,117,68,194,361,2024-05-30 13:04:12,737
9230660795550,4724,854,80,71,1849,2023-04-14 02:35:00,137
9230629451290,5450,492,146,294,2493,2023-12-19 17:05:11,206
9230933143804,5710,125,280,192,2143,2024-05-11 06:17:17,564
9230284527343,8988,526,285,264,2349,2024-07-31 06:07:44,998
9230277713469,8356,562,477,107,2434,2023-05-08 00:51:37,762
9230368714655,6104,987,62,291,2577,2023-12-30 16:56:52,88
9230108284824,3000,944,296,295,1263,2024-11-15 10:15:11,349
9230491718472,5039,137,436,152,1754,2023-11-17 09:46:42,739
9230293952148,6729,814,406,251,661,2024-03-14 11:57:15,805
9230677273280,1784,886,463,139,1125,2023-10-12 11:54:27,64
9230595811548,6602,527,453,40,550,2023-09-06 10:37:26,54
9230717631811,5128,292,229,172,1803,2023-11-19 03:02:38,202
9230710999422,6663,157,233,228,978,2024-06-26 13:11:11,704
9230347659110,5741,551,241,107,690,2023-10-08 17:25:03,382
9230226068492,7545,608,164,275,590,2024-04-13 17:18:53,321
9230951046596,5415,206,374,29,513,2024-10-28 00:24:02,799
9230756956744,4007,382,368,212,2684,2024-03-28 17:35:16,843
9230416880924,9329,579,368,65,2932,2024-05-07 23:18:27,325
