Amount Charged,Resources Consumed,Datetime Charged,MSISDN
14,198 seconds voice call,2024-03-29 03:09:05,9230128026064
0,21 SMS,2024-06-25 10:25:43,9230760123315
9,20 SMS,2023-07-02 08:59:47,9230560138149
17,7 seconds voice call,2024-07-29 04:17:33,9230283949996
2,45 SMS,2023-03-01 06:31:08,9230963789911
11,19 SMS,2024-12-12 14:52:54,9230801432971
0,285 seconds voice call,2024-10-28 11:33:25,9230213698765
0,136 seconds voice call,2024-01-21 10:09:17,9230768882619
14,60 MB data,2024-10-21 02:27:44,9230544164977
0,179 seconds voice call,2024-09-08 21:35:34,9230169412325
0,281 seconds voice call,2024-11-19 20:47:39,9230804972100
4,66 seconds voice call,2023-04-30 16:56:45,9230189367566
20,116 seconds voice call,2024-08-07 03:14:38,9230906222160
0,82 MB data,2024-02-17 12:06:21,9230478323663
19,45 MB data,2024-04-27 14:33:31,9230242009124
0,106 seconds voice call,2024-09-21 04:17:21,9230226068492
0,276 seconds voice call,2023-09-07 20:08:00,9230320913591
17,288 seconds voice call,2023-10-31 15:09:17,9230136370951
0,80 MB data,2023-02-22 06:49:29,9230503425792
5,15 SMS,2023-05-29 10:24:22,9230531073886
18,4 SMS,2023-02-24 22:35:46,9230539361665
0,89 MB data,2023-06-16 09:51:11,9230322336485
0,85 MB data,2023-11-27 11:47:15,9230203803040
1,10 SMS,2024-02-20 09:35:45,9230668420188
9,27 SMS,2024-07-22 11:04:38,9230535496574
3,56 MB data,2023-05-10 07:37:44,9230242009124
0,199 seconds voice call,2024-06-05 16:30:44,9230751286997
0,31 SMS,2023-09-25 18:39:25,9230689135277
13,26 SMS,2023-10-12 22:30:05,9230750008450
0,155 seconds voice call,2023-06-04 09:14:50,9230421889309
4,46 MB data,2023-07-23 22:37:28,9230782878829
5,251 seconds voice call,2024-03-20 15:32:50,9230320913591
0,34 SMS,2024-10-03 03:51:52,9230889042748
19,200 seconds voice call,2023-05-16 18:39:12,9230482635548
1,47 MB data,2023-09-28 07:08:59,9230951046596
0,5 MB data,2024-11-25 02:47:05,9230691534638
18,37 SMS,2023-07-05 12:28:24,9230848893085
0,48 SMS,2024-07-29 04:33:40,9230677273280
0,28 MB data,2024-09-28 14:06:36,9230401971867
12,204 seconds voice call,2023-04-25 00:53:23,9230965222030
17,11 SMS,2023-03-24 00:49:44,9230998618451
0,126 seconds voice call,2023-05-30 11:55:24,9230233566905
17,6 MB data,2023-06-19 05:57:33,9230677273280
0,1 SMS,2023-06-05 22:03:16,9230364676464
20,15 SMS,2023-05-18 08:35:23,9230934702779
6,73 seconds voice call,2023-07-28 22:01:33,9230998618451
0,48 SMS,2023-06-30 06:10:25,9230131213667
0,65 seconds voice call,2024-03-18 07:48:51,9230799348185
0,95 MB data,2023-03-14 23:27:15,9230701523260
0,6 SMS,2024-04-17 12:51:16,9230490717091
0,41 SMS,2024-08-30 20:36:19,9230102123429
14,117 seconds voice call,2024-02-09 13:55:08,9230250373229
20,24 MB data,2024-06-02 09:40:01,9230577919273
2,31 SMS,2024-06-09 10:59:55,9230683830895
11,66 MB data,2023-01-29 06:04:32,9230135697838
0,10 seconds voice call,2023-01-26 17:59:36,9230270449680
0,19 MB data,2024-02-25 23:02:50,9230575260490
0,292 seconds voice call,2023-05-25 21:08:50,9230751286997
3,30 SMS,2023-11-28 04:42:50,9230681869488
11,220 seconds voice call,2024-05-29 06:05:59,9230488909528
13,4 SMS,2023-02-22 04:49:42,9230445974479
18,62 MB data,2023-11-16 01:06:56,9230293207299
3,211 seconds voice call,2023-07-27 20:53:54,9230728340344
0,117 seconds voice call,2023-03-19 00:11:31,9230991595287
0,154 seconds voice call,2024-04-28 16:48:54,9230224556190
6,50 MB data,2024-05-27 18:45:14,9230108807547
13,46 SMS,2024-06-20 00:07:17,9230942028822
5,22 MB data,2024-10-15 22:05:27,9230975398588
0,279 seconds voice call,2024-09-08 09:07:02,9230609873958
7,12 SMS,2023-09-13 09:20:55,9230848893085
16,163 seconds voice call,2024-07-16 11:00:51,9230162731400
0,37 MB data,2023-10-02 13:26:26,9230364676464
20,230 seconds voice call,2024-09-03 11:23:30,9230834904761
15,42 SMS,2024-02-01 12:59:52,9230162731400
19,16 SMS,2024-04-17 04:14:44,9230488988175
4,44 MB data,2024-09-16 12:21:32,9230584816103
1,35 SMS,2024-01-03 16:49:57,9230361899280
0,39 SMS,2023-02-06 00:03:13,9230232190327
20,21 seconds voice call,2023-03-24 18:13:08,9230395884015
20,22 SMS,2023-07-23 03:44:56,9230759296495
0,15 MB data,2023-04-03 07:29:52,9230463124616
11,29 SMS,2024-02-02 12:31:08,9230141002657
3,6 seconds voice call,2024-10-14 04:56:44,9230949419871
17,16 SMS,2023-04-24 04:05:26,9230243910318
10,42 SMS,2024-01-01 06:35:05,9230963789911
10,12 SMS,2023-12-06 16:17:56,9230701523260
0,300 seconds voice call,2023-12-04 07:23:27,9230988629670
0,33 MB data,2023-02-20 17:31:41,9230854438776
1,2 SMS,2023-10-30 13:18:08,9230532570407
0,24 SMS,2024-02-17 20:35:52,9230265833817
0,50 SMS,2023-05-01 14:14:23,9230963789911
7,86 seconds voice call,2023-11-12 16:10:31,9230998618451
2,46 MB data,2024-11-27 16:29:46,9230712491291
2,114 seconds voice call,2023-07-24 15:55:13,9230248021475
0,24 SMS,2023-09-24 07:09:08,9230336452998
0,58 MB data,2024-07-28 04:31:41,9230401971867
3,62 MB data,2023-12-04 14:46:50,9230927917724
18,76 MB data,2023-12-21 11:08:40,9230484748077
12,260 seconds voice call,2024-02-09 06:04:12,9230836421597
0,210 seconds voice call,2024-02-04 18:36:32,9230829631581
7,127 seconds voice call,2024-03-12 09:18:16,9230986337820
0,86 seconds voice call,2023-07-03 22:40:34,9230747965604
12,16 SMS,2024-03-23 01:07:05,9230913662608
11,54 MB data,2023-02-08 05:22:40,9230377808000
0,39 SMS,2023-02-11 17:47:22,9230270449680
20,12 SMS,2023-08-23 15:33:50,9230869170025
18,28 MB data,2024-06-29 20:39:55,9230174337699
0,37 SMS,2024-08-30 21:37:32,9230917703637
15,51 MB data,2023-02-11 04:26:32,9230935333762
2,23 MB data,2024-09-01 06:28:07,9230629451290
0,11 SMS,2024-03-01 18:10:35,9230174392318
20,75 MB data,2023-02-02 07:55:30,9230463124616
0,158 seconds voice call,2024-10-03 11:32:35,9230237324066
0,1 MB data,2024-01-17 17:42:23,9230277017963
7,100 MB data,2024-07-13 03:14:25,9230768882619
0,40 SMS,2024-12-04 20:17:05,9230547718818
0,44 SMS,2023-03-09 14:33:00,9230113042916
0,33 SMS,2023-08-06 01:19:45,9230874225782
8,97 seconds voice call,2024-07-05 11:28:40,9230483525064
4,86 MB data,2024-08-21 22:55:53,9230372079637
0,18 seconds voice call,2023-01-08 03:51:40,9230206172868
0,168 seconds voice call,2023-02-06 13:43:52,9230383558530
0,58 MB data,2023-09-16 05:29:58,9230668420188
15,241 seconds voice call,2024-05-10 16:50:10,9230424834512
8,45 SMS,2024-01-07 21:09:30,9230768600866
0,26 SMS,2023-05-01 10:43:52,9230380831002
0,274 seconds voice call,2023-01-13 21:11:53,9230804972100
1,43 MB data,2024-08-19 21:54:18,9230460235560
0,18 MB data,2023-01-16 02:03:50,9230403240894
20,37 SMS,2024-04-12 15:11:53,9230461913145
0,99 seconds voice call,2024-08-15 23:56:53,9230884555194
6,83 seconds voice call,2024-08-14 23:59:34,9230952507106
9,139 seconds voice call,2024-12-15 02:48:46,9230804972100
0,239 seconds voice call,2023-01-04 20:04:45,9230525329325
7,51 MB data,2024-10-05 19:06:12,9230449994233
12,42 SMS,2023-11-16 14:00:39,9230707794631
0,72 MB data,2023-09-01 01:36:54,9230283949996
0,166 seconds voice call,2023-04-14 18:14:34,9230407100763
0,44 SMS,2023-06-02 05:08:43,9230181232816
17,95 MB data,2023-10-14 12:40:40,9230136074684
2,35 MB data,2024-06-18 12:09:13,9230625617252
0,15 SMS,2024-08-22 04:31:03,9230479530239
0,8 SMS,2023-02-07 15:09:34,9230328855785
0,116 seconds voice call,2023-08-27 11:22:25,9230260106137
8,136 seconds voice call,2023-07-01 18:29:05,9230615495383
5,69 MB data,2023-08-26 08:26:45,9230161844343
0,55 MB data,2024-11-12 06:05:53,9230578964248
11,272 seconds voice call,2024-03-23 04:35:57,9230818324681
17,19 SMS,2024-03-02 03:09:06,9230703883514
4,5 MB data,2024-11-11 17:53:30,9230504769021
0,21 SMS,2023-07-12 00:27:36,9230538379054
16,129 seconds voice call,2024-01-22 18:51:37,9230128026064
12,30 MB data,2023-03-14 10:39:34,9230519509585
12,208 seconds voice call,2024-06-28 01:24:52,9230798629373
0,93 MB data,2024-01-23 09:21:50,9230198819986
0,1 MB data,2023-12-18 05:52:49,9230541679053
15,39 SMS,2024-11-01 08:41:36,9230933143804
0,2 SMS,2023-05-12 01:42:33,9230703883514
0,92 MB data,2024-03-20 18:08:25,9230349006281
0,47 SMS,2024-08-15 19:10:08,9230952507106
0,41 SMS,2023-10-30 07:12:10,9230621495764
0,23 SMS,2024-07-21 14:10:27,9230380721970
4,209 seconds voice call,2024-07-21 15:11:21,9230879503904
13,44 SMS,2023-04-10 05:47:55,9230206993428
10,3 SMS,2024-07-14 02:08:34,9230440406252
10,36 MB data,2023-02-13 23:47:01,9230836421597
0,72 MB data,2023-05-23 22:26:32,9230877924960
13,264 seconds voice call,2023-11-28 13:38:04,9230547718818
0,56 MB data,2023-02-16 11:07:44,9230584177819
17,22 MB data,2023-10-09 22:22:24,9230344399416
0,50 SMS,2024-04-16 22:07:50,9230569464483
12,17 SMS,2024-01-09 18:44:42,9230377119445
6,87 seconds voice call,2023-09-15 20:41:00,9230175549082
3,248 seconds voice call,2024-04-09 16:06:00,9230307828705
0,50 SMS,2024-10-05 05:15:53,9230283949996
12,111 seconds voice call,2024-06-07 03:34:17,9230226068492
0,81 MB data,2024-07-02 04:30:32,9230993414106
0,3 MB data,2024-12-22 04:25:56,9230621495764
0,49 seconds voice call,2023-04-25 12:24:53,9230934702779
0,39 seconds voice call,2023-03-23 04:22:52,9230870299395
0,58 MB data,2024-09-03 00:36:54,9230683830895
15,7 SMS,2024-01-10 15:11:06,9230445523109
9,42 SMS,2024-10-25 17:45:21,9230728340344
0,90 MB data,2024-07-06 03:41:32,9230677426741
19,95 MB data,2023-05-22 12:11:40,9230130432269
0,53 seconds voice call,2023-11-21 15:38:12,9230901697602
0,84 MB data,2023-05-21 05:26:47,9230277017963
5,91 MB data,2024-11-23 16:57:25,9230132527460
2,16 SMS,2024-01-02 14:47:52,9230453084420
0,23 SMS,2023-10-13 07:29:33,9230519509585
16,63 MB data,2023-12-28 08:31:31,9230519509585
19,266 seconds voice call,2024-09-29 11:28:04,9230858271073
8,38 SMS,2023-05-06 01:24:32,9230489567018
0,219 seconds voice call,2024-07-27 18:26:54,9230297580025
0,30 MB data,2023-11-23 06:45:42,9230491718472
19,92 MB data,2024-11-15 23:46:34,9230150956349
13,7 SMS,2023-11-15 07:02:45,9230884555194
5,38 SMS,2024-11-09 15:20:47,9230648571772
10,53 seconds voice call,2023-06-16 10:21:57,9230933143804
0,57 MB data,2023-02-05 02:35:37,9230407015189
0,73 MB data,2024-08-07 13:57:21,9230526661255
0,114 seconds voice call,2023-12-29 11:57:53,9230284966704
0,24 MB data,2024-06-23 18:45:18,9230440406252
14,84 MB data,2023-06-27 09:50:34,9230177089747
0,95 MB data,2024-12-30 06:48:08,9230582461373
0,78 seconds voice call,2024-01-23 04:18:24,9230469234286
14,62 MB data,2024-06-14 03:39:09,9230260106137
0,34 MB data,2024-10-15 23:01:01,9230208786773
0,73 MB data,2023-12-15 18:33:23,9230989253929
12,32 SMS,2024-06-29 16:40:40,9230889042748
0,50 MB data,2024-02-06 16:39:29,9230620961607
8,12 SMS,2023-02-11 18:48:04,9230878531833
0,11 MB data,2024-12-04 06:07:38,9230705284347
10,10 SMS,2023-07-16 08:30:09,9230584157454
0,119 seconds voice call,2023-08-11 08:06:58,9230401465493
17,286 seconds voice call,2024-02-18 23:56:44,9230859759249
0,21 SMS,2023-04-03 00:26:01,9230131679184
0,43 SMS,2024-10-22 13:46:27,9230218302795
0,43 SMS,2023-03-06 06:21:26,9230380831002
0,43 MB data,2023-01-01 22:26:58,9230221414651
0,24 MB data,2023-07-10 21:41:19,9230260106137
5,35 SMS,2023-04-06 04:36:53,9230927917724
0,63 MB data,2023-05-16 13:48:46,9230678073159
9,47 SMS,2024-11-27 05:28:34,9230347659110
0,299 seconds voice call,2023-07-26 20:10:32,9230172475544
0,15 MB data,2023-08-05 13:52:21,9230218302795
0,60 MB data,2023-06-06 08:54:41,9230114635206
13,48 SMS,2023-07-15 15:07:32,9230382598306
1,88 MB data,2023-07-11 23:57:59,9230691534638
0,36 SMS,2023-04-29 01:44:27,9230736702569
1,53 seconds voice call,2023-01-31 12:19:07,9230993322733
0,198 seconds voice call,2024-07-21 20:32:34,9230460235560
4,26 SMS,2024-05-31 23:15:19,9230200289727
0,51 seconds voice call,2024-05-15 12:00:23,9230128026064
0,236 seconds voice call,2023-04-13 04:22:57,9230407015189
9,19 MB data,2023-12-14 16:23:11,9230439195173
19,12 SMS,2023-10-26 14:14:22,9230403240894
0,63 MB data,2023-02-07 14:42:35,9230224461766
16,120 seconds voice call,2023-07-26 04:44:05,9230130862663
0,167 seconds voice call,2024-08-13 20:49:30,9230975398588
0,61 MB data,2024-10-20 03:57:39,9230988629670
0,259 seconds voice call,2024-11-07 05:22:23,9230918324323
0,48 SMS,2024-01-18 11:44:30,9230737442961
0,18 MB data,2024-01-12 23:21:32,9230461913145
16,31 MB data,2024-02-24 23:56:04,9230141894241
0,156 seconds voice call,2024-12-14 06:53:42,9230350789665
20,128 seconds voice call,2023-04-14 13:41:42,9230322336485
0,225 seconds voice call,2023-10-05 22:38:16,9230788912728
0,14 SMS,2023-10-26 22:22:11,9230707794631
0,285 seconds voice call,2024-10-07 01:30:59,9230676813795
0,35 SMS,2024-04-21 07:39:48,9230297855405
15,9 MB data,2024-05-03 11:01:38,9230361899280
0,136 seconds voice call,2023-12-06 11:23:01,9230371232044
0,14 SMS,2024-12-27 07:06:51,9230934867447
0,252 seconds voice call,2024-07-12 23:29:18,9230221414651
7,20 SMS,2023-06-06 11:51:44,9230438965158
0,63 MB data,2023-05-29 00:52:27,9230817598215
9,20 SMS,2023-08-21 00:19:31,9230458233434
0,58 seconds voice call,2024-05-08 01:40:27,9230377854779
5,22 SMS,2024-02-22 17:55:46,9230737100009
10,2 SMS,2023-01-02 22:35:24,9230414682673
0,33 SMS,2024-05-03 10:01:10,9230350789665
0,17 SMS,2023-02-18 00:44:17,9230584157454
7,200 seconds voice call,2023-05-22 06:42:39,9230760123315
19,138 seconds voice call,2024-12-24 13:48:53,9230804848289
3,37 SMS,2024-11-12 18:23:56,9230865836147
16,1 SMS,2024-12-06 00:36:10,9230491718472
13,260 seconds voice call,2023-04-14 09:05:25,9230403240894
4,7 SMS,2024-08-31 22:05:06,9230439195173
0,8 MB data,2024-12-01 04:41:47,9230858271073
0,27 MB data,2024-01-29 01:36:02,9230728340344
16,70 MB data,2023-04-07 16:10:27,9230804324464
11,17 MB data,2024-08-20 04:27:13,9230226068492
12,29 SMS,2023-08-08 11:47:46,9230483525064
4,78 MB data,2024-06-04 06:12:09,9230934867447
0,42 SMS,2024-01-25 02:59:33,9230203822216
7,42 SMS,2024-03-27 08:14:48,9230707794631
17,32 MB data,2024-06-30 14:51:57,9230906222160
19,150 seconds voice call,2024-08-11 19:51:21,9230220901940
0,13 SMS,2024-05-13 20:14:12,9230206172868
5,231 seconds voice call,2023-10-23 11:15:50,9230261321312
9,3 SMS,2024-04-16 00:48:24,9230380831002
0,129 seconds voice call,2024-06-02 04:25:05,9230927917724
19,28 seconds voice call,2024-05-23 15:52:53,9230757247005
0,44 SMS,2023-08-22 08:02:58,9230361899280
15,9 MB data,2023-01-05 18:30:36,9230233566905
0,80 MB data,2023-05-04 21:41:11,9230681362355
0,72 MB data,2023-09-19 11:51:32,9230768882619
4,44 SMS,2023-07-02 02:12:55,9230213698765
0,14 MB data,2024-01-25 15:21:27,9230927056639
5,259 seconds voice call,2024-06-23 10:17:02,9230798629373
0,30 seconds voice call,2023-01-05 16:09:22,9230293207299
13,6 seconds voice call,2024-05-31 06:49:04,9230359400406
0,14 SMS,2023-08-15 10:20:59,9230469234286
0,51 MB data,2023-06-09 23:03:07,9230478323663
7,28 SMS,2023-02-16 07:04:25,9230248021475
0,50 MB data,2024-07-19 07:43:35,9230879557130
12,27 SMS,2023-12-17 18:37:35,9230453084420
5,74 MB data,2023-10-03 19:41:20,9230572489793
0,46 MB data,2024-08-27 15:49:14,9230203822216
6,183 seconds voice call,2023-06-28 18:32:37,9230859759249
0,47 MB data,2023-04-29 08:45:29,9230141002657
12,44 MB data,2023-08-19 01:40:42,9230768882619
12,41 MB data,2024-04-30 21:05:15,9230945377575
16,15 MB data,2024-02-10 15:04:34,9230805812231
8,83 seconds voice call,2023-08-07 09:36:45,9230582711549
10,16 SMS,2023-11-30 16:38:04,9230237324066
13,46 SMS,2024-12-15 23:13:44,9230690127388
0,225 seconds voice call,2023-06-29 23:48:53,9230336452998
19,195 seconds voice call,2023-08-28 10:44:56,9230377119445
19,182 seconds voice call,2023-08-26 08:21:55,9230483063262
0,5 SMS,2023-02-23 11:54:59,9230861468048
0,135 seconds voice call,2024-09-02 13:34:35,9230363807566
0,92 MB data,2023-07-05 20:19:22,9230531073886
9,9 MB data,2024-12-27 05:51:29,9230843939004
0,26 MB data,2023-01-05 14:53:57,9230259441946
19,12 MB data,2024-07-29 03:39:55,9230865836147
15,26 SMS,2023-12-30 18:11:46,9230401971867
0,210 seconds voice call,2023-03-19 19:05:32,9230882185417
0,28 SMS,2024-08-25 02:50:52,9230453084420
20,20 SMS,2024-07-15 20:23:28,9230784359368
0,48 MB data,2023-12-31 19:59:57,9230649026167
7,20 seconds voice call,2023-03-31 04:06:34,9230927069977
0,8 SMS,2024-05-12 22:53:39,9230859659207
8,32 MB data,2024-09-10 08:39:42,9230804972100
18,199 seconds voice call,2024-11-24 04:14:42,9230996123791
8,11 SMS,2024-12-09 01:43:21,9230377119445
16,32 SMS,2023-01-18 02:22:06,9230899644989
1,36 seconds voice call,2024-11-06 17:25:24,9230297855405
4,131 seconds voice call,2024-06-24 12:20:30,9230974624965
19,45 SMS,2024-06-08 11:05:36,9230221414651
0,21 seconds voice call,2023-03-23 20:45:41,9230889163981
9,3 MB data,2023-09-25 17:21:04,9230208786773
8,93 seconds voice call,2023-07-17 03:10:32,9230595811548
0,43 SMS,2023-04-30 15:30:41,9230522252850
19,140 seconds voice call,2023-05-09 04:33:17,9230788912728
0,145 seconds voice call,2024-11-11 03:03:05,9230555117124
9,10 MB data,2023-06-06 22:37:53,9230762083350
8,47 seconds voice call,2023-03-23 17:30:32,9230913662608
0,12 seconds voice call,2023-02-20 02:58:02,9230297580025
0,142 seconds voice call,2023-02-04 16:34:54,9230533562002
0,207 seconds voice call,2023-05-10 09:51:36,9230848893085
0,21 SMS,2023-11-17 09:41:01,9230257976986
0,79 MB data,2024-04-05 05:36:13,9230156332171
5,250 seconds voice call,2023-08-13 19:09:20,9230958106815
5,64 MB data,2024-11-21 10:51:44,9230845937238
6,4 SMS,2024-05-29 02:40:22,9230823544998
19,62 seconds voice call,2023-09-02 04:42:40,9230322336485
3,49 MB data,2024-05-07 16:58:21,9230356540951
0,72 MB data,2023-07-19 05:41:15,9230320913591
11,58 MB data,2024-10-04 07:33:23,9230492137781
0,99 MB data,2023-02-26 16:07:34,9230491718472
0,36 SMS,2024-01-06 10:21:54,9230854996962
4,233 seconds voice call,2024-05-16 17:22:56,9230621495764
0,195 seconds voice call,2023-07-14 08:12:33,9230677426741
12,42 SMS,2023-04-30 06:13:43,9230861468048
0,45 MB data,2023-11-12 16:31:15,9230951173620
0,17 SMS,2024-10-29 05:55:49,9230582711549
13,48 SMS,2023-02-10 00:57:30,9230469090751
0,49 MB data,2023-05-09 20:07:53,9230439195173
1,16 SMS,2024-05-17 08:50:01,9230150956349
16,59 MB data,2023-05-29 16:56:18,9230692205256
10,34 SMS,2024-04-25 11:49:49,9230549696488
0,133 seconds voice call,2024-08-17 23:26:19,9230521850876
20,81 seconds voice call,2024-05-18 13:33:59,9230232190327
14,43 SMS,2023-09-27 13:47:47,9230705284347
0,31 SMS,2024-09-17 05:49:05,9230490717091
5,75 seconds voice call,2023-02-19 08:52:19,9230892354021
0,6 seconds voice call,2023-01-13 05:04:13,9230894240000
0,58 MB data,2024-07-21 08:57:27,9230214230900
0,80 MB data,2024-11-12 12:46:07,9230577919273
19,45 MB data,2024-03-10 17:06:50,9230906222160
0,53 seconds voice call,2023-12-13 15:11:00,9230859759249
0,1 seconds voice call,2024-12-16 14:30:43,9230347659110
0,46 SMS,2023-06-13 07:24:58,9230707794631
2,135 seconds voice call,2024-01-30 06:26:32,9230252568240
0,26 MB data,2024-10-10 04:52:17,9230966239325
11,40 MB data,2024-03-09 02:14:01,9230878531833
19,89 MB data,2024-03-04 21:13:26,9230582461373
0,33 SMS,2023-01-30 01:37:29,9230869170025
0,97 MB data,2024-03-13 00:46:03,9230483525064
0,74 seconds voice call,2024-02-25 00:26:35,9230858271073
13,62 MB data,2024-12-30 10:12:35,9230770746433
4,25 MB data,2024-02-22 08:57:10,9230461913145
0,29 SMS,2024-09-09 06:59:42,9230784359368
20,45 SMS,2024-02-07 12:46:43,9230156332171
0,95 MB data,2023-03-22 06:26:58,9230547718818
9,226 seconds voice call,2024-01-01 07:10:38,9230361899280
0,28 SMS,2023-09-11 15:49:47,9230222425251
8,64 MB data,2024-09-14 00:27:35,9230620962249
19,25 SMS,2024-09-13 16:09:26,9230536743904
3,6 SMS,2023-12-03 20:44:57,9230322336485
4,21 MB data,2023-03-24 08:48:51,9230297580025
0,49 MB data,2023-08-29 04:48:35,9230460925197
12,191 seconds voice call,2024-12-14 22:17:25,9230269592945
0,114 seconds voice call,2023-09-20 12:47:03,9230974624965
0,140 seconds voice call,2024-11-19 04:25:09,9230203822216
5,28 SMS,2024-03-20 10:00:28,9230804972100
7,19 SMS,2023-07-15 16:43:25,9230694303636
3,7 SMS,2024-05-04 20:17:34,9230483525064
0,82 MB data,2023-10-03 14:52:06,9230854996962
12,65 seconds voice call,2024-01-07 11:13:59,9230162731400
0,21 seconds voice call,2023-06-13 20:45:12,9230286090141
0,94 seconds voice call,2023-08-08 21:12:22,9230536743904
0,39 MB data,2024-10-16 07:31:57,9230408988930
0,78 MB data,2023-04-05 10:00:40,9230751286997
17,213 seconds voice call,2024-02-15 18:15:43,9230695127231
0,44 SMS,2023-07-30 03:15:18,9230276004324
18,27 SMS,2024-03-23 01:10:43,9230850684352
7,175 seconds voice call,2024-06-03 11:51:46,9230347659110
6,4 SMS,2024-10-17 08:15:44,9230108284824
10,69 MB data,2023-05-04 19:24:24,9230548067772
12,54 seconds voice call,2023-03-09 01:24:02,9230625617252
0,53 MB data,2024-12-12 02:29:43,9230570122595
0,9 seconds voice call,2024-01-12 15:03:26,9230224556190
0,16 SMS,2024-05-10 02:16:58,9230563265024
0,5 seconds voice call,2024-08-23 08:55:52,9230655468230
0,37 SMS,2023-04-21 18:13:48,9230250373229
16,205 seconds voice call,2024-04-05 12:13:21,9230933143804
0,69 seconds voice call,2023-01-22 05:15:07,9230181232816
0,93 MB data,2024-01-01 22:48:51,9230376679320
7,10 MB data,2024-07-18 05:21:54,9230488988175
4,10 MB data,2024-07-16 10:12:42,9230491725711
0,71 MB data,2023-09-15 10:52:55,9230660795550
0,64 seconds voice call,2023-08-28 21:29:03,9230424681184
7,26 seconds voice call,2023-12-09 10:27:31,9230383558530
16,129 seconds voice call,2024-07-30 21:54:45,9230782878829
19,24 MB data,2023-10-23 23:30:12,9230975398588
0,209 seconds voice call,2023-07-13 12:53:12,9230609873958
11,75 MB data,2024-03-11 13:04:23,9230844863890
4,23 MB data,2024-03-23 22:56:25,9230439195173
0,30 SMS,2023-08-07 02:19:43,9230483063262
0,24 SMS,2023-05-16 13:01:22,9230243910318
4,58 MB data,2024-12-12 23:22:04,9230259441946
11,192 seconds voice call,2024-10-18 11:49:21,9230130432269
5,1 MB data,2023-07-01 14:11:07,9230380721970
20,59 MB data,2024-07-19 12:02:57,9230952507106
0,85 MB data,2024-11-29 15:47:09,9230904602671
1,3 seconds voice call,2023-07-27 07:34:23,9230300480073
20,129 seconds voice call,2024-01-19 22:13:47,9230224556190
0,1 MB data,2024-07-23 15:19:55,9230830363551
9,17 seconds voice call,2024-01-01 09:50:40,9230750008450
1,189 seconds voice call,2024-03-21 08:10:09,9230140927318
0,15 SMS,2024-10-26 07:32:36,9230882185417
0,182 seconds voice call,2023-01-16 23:49:48,9230273259061
0,185 seconds voice call,2023-06-12 17:26:00,9230678620520
1,104 seconds voice call,2023-12-21 22:27:54,9230141894241
12,291 seconds voice call,2024-04-05 02:22:43,9230368714655
0,9 SMS,2024-11-29 23:58:58,9230397501087
0,1 SMS,2024-03-03 01:49:16,9230354967134
20,33 SMS,2024-11-13 18:55:26,9230536743904
0,26 seconds voice call,2023-09-30 04:10:38,9230773751253
11,4 SMS,2023-12-29 09:10:13,9230380721970
0,3 SMS,2024-07-28 05:44:47,9230934867447
0,194 seconds voice call,2023-02-08 07:38:53,9230680847512
11,37 SMS,2024-07-21 16:27:39,9230518716541
0,138 seconds voice call,2023-09-11 21:41:08,9230493806941
9,192 seconds voice call,2024-08-21 07:57:06,9230252568240
0,12 SMS,2023-08-20 11:02:48,9230757247005
0,42 SMS,2024-12-12 05:09:52,9230291832784
0,14 MB data,2024-01-25 15:17:42,9230469234286
0,19 SMS,2023-04-06 05:20:38,9230676813795
16,14 SMS,2023-03-15 01:52:54,9230865836147
6,25 SMS,2024-06-30 06:39:11,9230889042748
13,172 seconds voice call,2024-03-23 22:33:37,9230839531825
10,45 SMS,2023-01-06 01:10:46,9230912538628
11,88 MB data,2024-12-30 19:44:33,9230532210174
1,117 seconds voice call,2024-02-12 12:38:09,9230834904761
20,28 SMS,2023-08-09 06:42:47,9230277713469
1,39 seconds voice call,2024-01-21 20:05:19,9230492137781
0,68 MB data,2023-11-30 19:40:57,9230839186102
0,154 seconds voice call,2023-05-06 08:19:19,9230782878829
14,55 MB data,2024-12-02 19:18:28,9230369808467
0,44 MB data,2023-08-11 19:30:07,9230768600866
12,184 seconds voice call,2024-04-05 14:12:06,9230805185257
0,266 seconds voice call,2024-06-21 01:32:41,9230166511912
0,269 seconds voice call,2024-03-27 02:47:57,9230518716541
1,211 seconds voice call,2024-01-23 20:47:31,9230521821189
0,99 seconds voice call,2023-06-28 06:51:09,9230750008450
0,51 MB data,2023-12-20 19:51:12,9230676813795
5,40 SMS,2023-09-07 21:37:45,9230957219651
0,52 MB data,2024-11-27 02:45:58,9230191688658
0,15 SMS,2023-07-26 22:36:23,9230377854779
14,71 MB data,2023-07-27 15:57:33,9230857792434
0,92 MB data,2023-11-16 01:42:45,9230382598306
0,297 seconds voice call,2023-09-11 05:03:36,9230131679184
20,6 SMS,2024-06-25 14:41:48,9230823544998
3,76 seconds voice call,2023-07-24 19:44:03,9230705284347
2,172 seconds voice call,2023-03-05 23:18:38,9230423959650
0,168 seconds voice call,2023-11-16 11:23:33,9230757247005
0,15 SMS,2023-11-11 17:06:57,9230367979227
0,283 seconds voice call,2024-02-02 18:02:41,9230952507106
15,11 MB data,2024-04-22 17:22:11,9230693732136
6,32 MB data,2023-09-24 14:11:29,9230548067772
0,22 SMS,2023-06-02 02:44:35,9230595811548
0,7 SMS,2024-10-22 11:29:45,9230478323663
11,53 seconds voice call,2023-09-29 18:34:29,9230483525064
19,156 seconds voice call,2023-08-10 13:41:33,9230578961856
