Ticket ID,Log Time,Resolution Time,Category,Description,Resolutions,MSISDN
T10776,2023-05-16 13:19:55,2023-05-19 00:19:55,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230322336485
T93761,2024-06-20 22:43:49,2024-06-22 21:43:49,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230286659796
T63035,2024-11-15 05:27:04,2024-11-17 13:27:04,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230428352927
T77119,2023-08-01 01:23:15,2023-08-01 04:23:15,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230813900597
T48154,2024-11-20 14:43:12,2024-11-23 09:43:12,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230804972100
T64914,2024-11-21 07:45:01,2024-11-22 07:45:01,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230131212541
T48317,2023-07-14 18:20:40,2023-07-15 18:20:40,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230338505901
T47841,2023-01-21 14:47:43,2023-01-23 12:47:43,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230174392318
T74414,2024-05-16 20:26:17,2024-05-19 20:26:17,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230926844978
T50473,2023-10-14 22:10:30,2023-10-17 14:10:30,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230135736693
T72603,2023-11-07 17:53:07,2023-11-09 23:53:07,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230899644989
T67670,2024-06-20 23:36:39,2024-06-21 10:36:39,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230521821189
T15986,2024-04-22 15:19:23,2024-04-22 17:19:23,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230783931863
T40398,2023-04-02 10:48:45,2023-04-03 18:48:45,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230161844343
T50531,2024-01-09 04:04:29,2024-01-10 23:04:29,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230428352927
T88283,2024-09-19 06:06:48,2024-09-19 12:06:48,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230975398588
T48162,2023-04-06 21:35:49,2023-04-09 14:35:49,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230386899259
T87601,2023-12-04 14:29:44,2023-12-07 11:29:44,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230411287976
T74021,2023-11-24 09:08:03,2023-11-24 23:08:03,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230531683554
T22950,2024-03-28 03:30:55,2024-03-29 17:30:55,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230734656004
T25232,2024-04-08 08:42:49,2024-04-09 21:42:49,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230718459155
T81834,2023-03-16 11:16:12,2023-03-18 13:16:12,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230216678436
T10352,2023-12-23 18:45:22,2023-12-25 11:45:22,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230488909528
T91790,2023-12-04 19:41:20,2023-12-05 18:41:20,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230745590992
T98249,2024-04-01 23:03:34,2024-04-03 10:03:34,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230530607842
T77099,2023-01-02 02:07:54,2023-01-05 02:07:54,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230747965604
T34871,2024-06-22 07:29:15,2024-06-23 00:29:15,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230531073886
T87148,2023-05-22 22:46:53,2023-05-25 03:46:53,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230678073159
T34747,2024-02-17 01:22:06,2024-02-20 00:22:06,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230542774756
T67675,2024-12-09 07:57:31,2024-12-11 17:57:31,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230783578773
T53363,2023-07-04 04:11:52,2023-07-05 06:11:52,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230877653565
T10526,2023-03-02 10:53:25,2023-03-05 03:53:25,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230232190327
T10330,2023-06-16 01:01:52,2023-06-18 23:01:52,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230884555194
T37521,2024-09-25 05:51:11,2024-09-27 03:51:11,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230683830895
T17872,2023-11-18 17:48:50,2023-11-21 16:48:50,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230901697602
T58907,2023-03-08 17:34:12,2023-03-10 07:34:12,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230949419871
T97146,2023-07-29 12:36:11,2023-07-31 21:36:11,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230128262006
T42324,2024-06-11 19:17:29,2024-06-12 22:17:29,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230816548778
T13512,2023-05-21 19:47:54,2023-05-22 22:47:54,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230269592945
T32408,2023-08-10 17:30:11,2023-08-12 21:30:11,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230689135277
T48551,2024-12-03 12:04:40,2024-12-04 18:04:40,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230784359368
T57605,2024-08-14 02:28:36,2024-08-14 21:28:36,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230776465178
T86528,2024-05-06 06:38:24,2024-05-08 17:38:24,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230949423190
T43598,2024-10-22 23:23:37,2024-10-23 16:23:37,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230764380110
T51995,2024-12-20 23:04:48,2024-12-22 22:04:48,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230938865042
T17423,2023-02-04 10:51:25,2023-02-06 15:51:25,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230131212541
T36166,2024-03-08 06:28:46,2024-03-08 17:28:46,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230782878829
T63925,2024-11-24 01:59:45,2024-11-26 13:59:45,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230899644989
T65085,2024-05-18 23:27:30,2024-05-19 14:27:30,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230169412325
T37217,2024-12-18 01:55:29,2024-12-19 23:55:29,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230671758459
T52393,2024-10-17 14:49:56,2024-10-17 23:49:56,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230998618451
T67904,2024-06-07 20:23:03,2024-06-10 03:23:03,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230712491291
T33225,2024-11-06 10:02:56,2024-11-07 19:02:56,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230815165481
T98623,2024-10-01 11:05:53,2024-10-04 06:05:53,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230368714655
T57084,2023-01-20 23:37:11,2023-01-21 21:37:11,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230678073159
T41924,2023-09-06 22:44:20,2023-09-08 06:44:20,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230283219045
T55353,2024-09-18 23:15:32,2024-09-19 18:15:32,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230850684352
T86170,2023-10-28 08:10:36,2023-10-29 22:10:36,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230377854779
T29093,2023-08-01 07:32:04,2023-08-02 08:32:04,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230510851164
T45175,2023-06-29 07:38:25,2023-07-01 10:38:25,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230175549082
T70014,2023-09-25 18:44:14,2023-09-27 06:44:14,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230310826483
T44101,2023-06-10 09:18:07,2023-06-12 14:18:07,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230521850876
T81568,2024-11-10 08:37:51,2024-11-12 15:37:51,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230276004324
T16405,2024-07-19 13:21:18,2024-07-21 19:21:18,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230438965158
T63160,2024-11-11 08:46:55,2024-11-12 18:46:55,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230783578773
T68984,2024-05-07 04:20:32,2024-05-07 16:20:32,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230996583212
T33468,2023-03-27 05:43:14,2023-03-30 01:43:14,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230544164977
T97486,2024-12-09 13:38:54,2024-12-11 11:38:54,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230927056639
T40755,2023-05-28 21:10:38,2023-05-31 15:10:38,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230276660407
T78241,2024-04-16 06:35:17,2024-04-17 09:35:17,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230629451290
T63575,2024-09-05 04:03:53,2024-09-06 06:03:53,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230177089747
T38730,2023-07-15 11:28:18,2023-07-17 19:28:18,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230913662608
T11407,2023-11-02 02:05:43,2023-11-03 18:05:43,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230408988930
T79149,2023-02-27 04:11:46,2023-03-01 05:11:46,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230428352927
T98490,2023-04-17 15:36:34,2023-04-20 14:36:34,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230237324066
T82514,2023-03-27 21:19:23,2023-03-30 10:19:23,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230609873958
T11007,2023-02-28 03:30:53,2023-02-28 05:30:53,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230300480073
T41976,2023-07-17 18:27:54,2023-07-19 15:27:54,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230405694220
T96951,2024-02-02 08:23:56,2024-02-04 20:23:56,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230277146142
T74240,2024-01-18 06:15:51,2024-01-20 07:15:51,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230940913341
T47033,2023-10-21 00:51:16,2023-10-21 01:51:16,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230407100763
T66839,2023-03-07 15:43:14,2023-03-10 14:43:14,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230671681911
T53671,2024-07-05 23:11:44,2024-07-07 00:11:44,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230261321312
T35934,2023-03-01 18:45:39,2023-03-04 16:45:39,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230535496574
T17124,2024-05-12 09:19:50,2024-05-14 16:19:50,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230691534638
T94835,2023-07-13 14:02:32,2023-07-14 10:02:32,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230805185257
T16435,2023-02-25 18:00:48,2023-02-25 19:00:48,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230233566905
T26083,2023-05-26 18:53:21,2023-05-28 04:53:21,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230377208567
T30526,2023-01-13 11:04:43,2023-01-16 11:04:43,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230734032528
T57431,2024-09-20 13:49:29,2024-09-20 19:49:29,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230203822216
T33591,2024-07-25 07:38:51,2024-07-26 23:38:51,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230273259061
T49200,2024-02-07 10:20:48,2024-02-09 21:20:48,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230324505412
T85328,2023-11-09 14:59:53,2023-11-12 08:59:53,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230340061181
T41423,2023-07-21 10:23:16,2023-07-21 12:23:16,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230878531833
T41725,2023-02-21 00:12:31,2023-02-22 14:12:31,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230894240000
T77715,2023-02-28 08:59:58,2023-03-02 05:59:58,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230868543023
T20040,2024-07-13 14:28:27,2024-07-15 16:28:27,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230130590594
T77263,2024-06-16 01:12:49,2024-06-16 02:12:49,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230797287920
T70819,2024-02-15 00:19:12,2024-02-16 07:19:12,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230974624965
T69243,2023-03-07 12:52:43,2023-03-09 21:52:43,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230131212541
T64031,2023-05-05 05:32:30,2023-05-06 14:32:30,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230414682673
T71674,2024-09-29 08:26:30,2024-10-01 06:26:30,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230671681911
T23996,2023-12-27 12:38:40,2023-12-29 14:38:40,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230841273951
T70120,2023-07-17 13:28:00,2023-07-20 01:28:00,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230243910318
T17663,2024-06-13 19:35:54,2024-06-13 21:35:54,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230252568240
T21217,2024-12-21 04:18:49,2024-12-22 11:18:49,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230297542011
T56838,2024-03-01 03:36:31,2024-03-02 17:36:31,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230924151654
T19984,2024-03-28 02:01:53,2024-03-29 04:01:53,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230416880924
T11976,2023-12-02 02:57:59,2023-12-02 17:57:59,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230380831002
T41250,2024-05-01 04:01:13,2024-05-02 13:01:13,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230678620520
T48578,2024-08-29 11:08:02,2024-08-30 09:08:02,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230166511912
T85868,2023-01-11 12:33:25,2023-01-12 03:33:25,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230262593890
T11065,2023-12-13 14:14:37,2023-12-15 15:14:37,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230859259858
T13380,2023-11-01 22:21:29,2023-11-02 22:21:29,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230408988930
T22347,2023-04-08 05:23:47,2023-04-08 21:23:47,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230951173620
T88104,2024-07-17 11:40:19,2024-07-17 12:40:19,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230584157454
T54568,2024-02-03 11:19:59,2024-02-05 10:19:59,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230406874492
T87982,2023-11-26 21:51:07,2023-11-29 12:51:07,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230913469186
T46272,2024-10-01 08:53:57,2024-10-02 03:53:57,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230269592945
T60183,2024-01-20 06:10:30,2024-01-22 04:10:30,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230862699321
T59856,2024-09-03 11:06:12,2024-09-04 03:06:12,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230758196297
T42422,2024-04-30 20:42:14,2024-05-03 09:42:14,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230633703313
T83922,2024-02-16 21:57:25,2024-02-19 10:57:25,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230975398588
T28089,2023-10-19 18:00:14,2023-10-19 22:00:14,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230988629670
T70744,2023-12-18 06:18:06,2023-12-19 04:18:06,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230621495764
T21282,2024-07-24 19:42:03,2024-07-26 20:42:03,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230223870632
T33397,2024-09-26 19:53:50,2024-09-27 23:53:50,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230773751253
T51824,2024-03-10 06:45:07,2024-03-11 23:45:07,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230365091079
T63310,2023-07-26 10:19:56,2023-07-29 09:19:56,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230717631811
T92425,2023-04-06 06:15:08,2023-04-06 12:15:08,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230816548778
T20695,2024-05-26 18:19:35,2024-05-28 05:19:35,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230879557130
T84154,2024-05-08 12:05:39,2024-05-09 10:05:39,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230965222030
T36653,2023-08-11 09:29:14,2023-08-12 14:29:14,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230533971297
T98641,2024-11-06 04:25:48,2024-11-07 15:25:48,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230428352927
T38478,2024-01-27 11:24:52,2024-01-29 18:24:52,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230502363761
T38749,2024-01-02 12:58:36,2024-01-03 02:58:36,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230191688658
T67713,2024-11-02 00:58:46,2024-11-04 05:58:46,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230783931863
T74602,2024-10-27 13:05:50,2024-10-30 06:05:50,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230492137781
T85534,2023-03-29 11:12:55,2023-03-30 07:12:55,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230655468230
T71039,2023-12-21 06:15:45,2023-12-23 06:15:45,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230363807566
T70118,2024-07-23 11:52:32,2024-07-23 17:52:32,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230782878829
T88513,2024-01-18 01:31:05,2024-01-18 23:31:05,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230626020914
T29614,2024-02-09 20:43:46,2024-02-11 11:43:46,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230625617252
T95282,2023-12-29 00:47:07,2023-12-31 08:47:07,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230859659207
T92482,2024-01-15 16:00:27,2024-01-17 00:00:27,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230206993428
T65467,2023-11-24 11:27:28,2023-11-26 21:27:28,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230668420188
T14524,2023-05-09 15:25:33,2023-05-10 08:25:33,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230815165481
T46836,2024-12-14 07:50:35,2024-12-14 09:50:35,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230572489793
T99620,2024-11-04 13:01:08,2024-11-06 10:01:08,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230626020914
T87838,2024-01-07 00:09:48,2024-01-08 23:09:48,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230356540951
T70360,2024-04-12 22:18:41,2024-04-14 11:18:41,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230850684352
T84168,2023-06-17 10:31:43,2023-06-19 04:31:43,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230175549082
T85169,2023-07-29 04:34:09,2023-07-29 14:34:09,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230927056639
T54318,2023-01-13 15:17:44,2023-01-14 06:17:44,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230390393385
T12238,2024-11-17 14:39:02,2024-11-18 18:39:02,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230363807566
T44717,2024-02-04 16:54:54,2024-02-07 04:54:54,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230999762562
T42573,2023-06-15 11:57:04,2023-06-15 14:57:04,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230676813795
T37393,2024-09-20 03:29:22,2024-09-21 03:29:22,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230324505412
T95033,2024-02-06 07:01:58,2024-02-07 09:01:58,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230906222160
T45235,2024-12-30 21:06:09,2024-12-31 02:06:09,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230199794288
T78426,2024-03-31 09:15:58,2024-04-02 12:15:58,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230113042916
T15419,2023-05-08 04:15:19,2023-05-09 06:15:19,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230368714655
T52523,2024-04-26 19:35:03,2024-04-28 23:35:03,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230518578339
T60322,2023-05-29 03:03:57,2023-06-01 00:03:57,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230488909528
T36775,2024-06-28 05:26:47,2024-06-30 00:26:47,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230768882619
T53728,2024-09-08 14:25:18,2024-09-10 19:25:18,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230747965604
T78864,2024-05-14 15:30:54,2024-05-16 19:30:54,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230270449680
T22562,2023-12-05 01:31:27,2023-12-06 03:31:27,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230469234286
T32311,2024-09-23 03:06:50,2024-09-25 00:06:50,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230929167854
T72090,2023-06-30 15:46:04,2023-07-02 13:46:04,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230762083350
T12758,2024-11-21 19:20:42,2024-11-23 06:20:42,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230322336485
T24904,2024-04-24 10:03:30,2024-04-24 22:03:30,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230276004324
T35388,2023-08-04 02:50:23,2023-08-06 10:50:23,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230175168797
T27095,2023-06-06 09:24:54,2023-06-08 06:24:54,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230965222030
T78099,2023-08-04 00:01:03,2023-08-05 05:01:03,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230293952148
T74403,2024-02-07 20:33:11,2024-02-10 00:33:11,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230585087525
T98334,2023-09-26 19:52:02,2023-09-27 06:52:02,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230136370951
T54942,2024-08-02 14:17:10,2024-08-05 01:17:10,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230636066934
T29114,2024-02-13 14:58:40,2024-02-13 16:58:40,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230958106815
T24705,2024-11-17 19:28:19,2024-11-20 00:28:19,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230913662608
T99261,2024-08-26 00:39:01,2024-08-26 08:39:01,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230445974479
T51018,2023-11-07 04:03:10,2023-11-07 07:03:10,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230768600866
T71542,2023-10-02 13:30:12,2023-10-03 15:30:12,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230130590594
T90945,2023-03-17 02:22:59,2023-03-19 21:22:59,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230286090141
T96199,2024-01-29 14:50:56,2024-01-30 16:50:56,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230407100763
T63637,2024-03-12 08:06:43,2024-03-12 19:06:43,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230488909528
