Offer Name,Offer ID,Data Browsing Allowance,SMS Allowance,Voice On-Net Allowance,Voice Off-Net Allowance,Data Social Allowance,Datetime,Amount,MSISDN
Offer 7,O001,6928,147,382,228,1598,2023-04-20 12:03:51,995,9230243179920
Offer 47,O042,5444,465,163,199,1291,2023-07-23 00:27:52,358,9230150956349
Offer 7,O003,1217,948,284,187,1725,2023-08-07 12:23:40,160,9230403240894
Offer 36,O017,7621,392,456,50,1945,2024-10-18 23:20:41,761,9230608137268
Offer 1,O003,3739,107,188,125,291,2023-08-01 17:04:48,531,9230768882619
Offer 33,O003,6501,694,278,82,2864,2024-02-23 07:11:40,837,9230515222731
Offer 14,O004,1376,575,431,222,1785,2024-02-26 04:21:58,653,9230668420188
Offer 22,O019,2039,951,167,192,387,2024-08-02 03:54:49,555,9230518578339
Offer 6,O004,7380,705,425,152,2986,2024-01-12 06:08:35,58,9230382598306
Offer 46,O036,3032,509,202,141,1381,2024-04-22 03:01:28,395,9230538552061
Offer 15,O032,3446,178,466,284,2666,2023-06-12 20:53:18,85,9230323323380
Offer 36,O034,5486,591,482,112,1114,2024-04-29 02:07:44,467,9230252568240
Offer 9,O043,4854,912,345,132,434,2024-04-05 05:18:39,602,9230584157454
Offer 50,O009,1047,763,384,64,1013,2024-10-01 08:27:57,507,9230292005339
Offer 11,O036,9062,673,393,52,2163,2023-04-19 21:56:21,61,9230569464483
Offer 15,O009,1432,814,136,133,1999,2023-11-12 18:29:50,640,9230191688658
Offer 25,O024,3874,510,324,122,837,2023-05-27 15:19:42,864,9230759262037
Offer 31,O011,9107,436,266,190,2969,2023-08-07 07:50:13,213,9230518578339
Offer 41,O033,867,273,214,52,1068,2023-07-12 04:19:52,828,9230759296495
Offer 18,O009,3821,452,375,117,344,2023-12-26 14:37:26,692,9230929167854
Offer 29,O005,1222,338,104,254,426,2023-05-16 10:07:36,615,9230184750806
Offer 4,O011,6101,256,131,220,1263,2024-10-06 18:05:12,498,9230354967134
Offer 32,O029,853,866,144,147,905,2023-08-18 19:13:59,303,9230632946288
Offer 37,O037,7444,680,108,128,523,2024-07-27 12:55:46,440,9230681362355
Offer 44,O046,653,498,240,28,1801,2024-01-25 04:36:40,667,9230286090141
Offer 14,O003,6105,625,72,267,2264,2024-09-09 15:41:55,565,9230181232816
Offer 38,O043,2935,973,487,211,2125,2024-07-13 03:43:41,231,9230874591636
Offer 40,O042,5279,253,323,114,1446,2023-10-14 19:31:08,388,9230927917724
Offer 17,O037,2491,827,254,156,2750,2023-01-28 10:59:47,688,9230223870632
Offer 17,O031,3434,203,82,203,956,2023-01-22 08:05:07,573,9230257976986
Offer 43,O020,8688,176,349,287,288,2023-09-30 11:52:16,132,9230324505412
Offer 13,O025,1851,548,70,201,1122,2024-02-04 15:10:24,360,9230230356648
Offer 41,O018,883,296,429,189,1081,2023-07-26 12:39:36,328,9230323952441
Offer 38,O012,5724,263,343,275,2938,2023-07-29 08:13:13,168,9230912538628
Offer 27,O014,8415,809,180,199,601,2023-07-07 08:41:55,585,9230958106815
Offer 1,O004,5037,800,323,26,2241,2023-06-05 20:31:23,144,9230408988930
Offer 7,O012,4833,822,149,192,2295,2024-02-10 20:47:32,410,9230478323663
Offer 30,O017,3522,572,156,214,840,2023-01-24 01:33:30,256,9230262593890
Offer 9,O038,8830,512,342,205,986,2024-07-21 11:52:06,635,9230861468048
Offer 17,O022,1768,152,446,257,329,2024-09-24 21:54:43,648,9230764380110
Offer 39,O014,6440,485,167,269,1360,2024-10-17 00:38:03,178,9230620961607
Offer 11,O030,4673,315,90,35,1328,2023-09-18 02:13:24,337,9230325454471
Offer 22,O022,3874,486,110,124,827,2023-09-09 22:05:56,502,9230678073159
Offer 43,O001,8148,566,312,90,1503,2023-01-10 05:54:29,305,9230386899259
Offer 8,O048,4038,398,454,114,2022,2024-10-31 15:27:35,735,9230232190327
Offer 9,O035,4775,807,375,172,1046,2023-12-11 13:41:45,750,9230478323663
Offer 9,O035,7333,664,125,281,960,2023-11-15 07:30:22,892,9230841273951
Offer 48,O019,1146,654,178,66,2470,2024-01-29 11:08:50,568,9230243910318
Offer 50,O040,2401,342,85,231,2410,2023-06-12 19:48:34,555,9230132527460
Offer 33,O028,8857,957,304,140,2584,2023-03-11 03:21:35,889,9230844863890
Offer 20,O015,7779,420,220,162,306,2023-07-23 04:38:47,699,9230460235560
Offer 39,O038,4391,488,219,111,1033,2024-12-24 04:53:08,222,9230712491291
Offer 38,O029,9849,707,246,238,861,2024-08-20 23:52:44,990,9230830363551
Offer 27,O022,1723,152,312,78,1448,2023-04-23 11:36:17,393,9230838747192
Offer 32,O036,618,619,402,223,2598,2023-07-23 03:13:33,997,9230438965158
Offer 30,O016,2674,566,365,263,1127,2024-04-03 22:04:49,692,9230353836706
Offer 13,O008,5058,286,121,188,2550,2024-03-26 12:33:46,99,9230608137268
Offer 50,O028,9990,166,481,54,2111,2024-03-09 10:04:51,262,9230801432971
Offer 31,O037,7192,114,163,149,1459,2024-04-30 01:50:32,93,9230878479840
Offer 4,O033,1218,520,179,185,1251,2024-07-20 16:07:38,570,9230541679053
Offer 31,O002,7499,624,147,49,753,2024-08-03 10:05:06,496,9230536743904
Offer 34,O043,3895,157,112,200,502,2024-08-31 03:12:17,710,9230671681911
Offer 10,O006,6232,526,481,23,1368,2023-01-16 23:00:22,219,9230502363761
Offer 24,O022,4938,840,68,250,366,2024-12-25 07:19:00,790,9230995147362
Offer 22,O014,762,572,348,145,825,2023-07-26 10:34:01,321,9230710999422
Offer 27,O038,4679,597,239,215,1766,2024-08-25 19:13:34,411,9230216678436
Offer 12,O011,1009,454,270,124,1913,2023-11-15 09:54:41,483,9230572489793
Offer 34,O040,6238,722,57,49,1765,2023-07-05 11:06:14,181,9230615495383
Offer 47,O035,1348,648,438,253,2396,2023-07-02 19:07:48,715,9230277713469
Offer 28,O018,6150,327,320,229,1001,2024-04-19 02:04:24,874,9230492437848
Offer 16,O014,606,716,466,135,2930,2023-09-23 06:03:12,832,9230449994233
Offer 32,O028,4335,976,187,269,541,2024-04-19 03:37:12,497,9230797287920
Offer 28,O046,8737,960,150,34,2145,2024-10-27 19:19:07,53,9230390393385
Offer 17,O041,6516,649,112,212,2926,2024-12-21 23:03:47,547,9230428352927
Offer 17,O025,4956,277,408,181,2671,2024-12-22 06:51:41,230,9230655468230
Offer 13,O045,6528,540,364,207,1760,2023-10-31 19:31:28,458,9230302161434
Offer 16,O037,2736,302,405,152,2168,2024-02-10 12:51:25,514,9230734656004
Offer 18,O024,6198,182,324,228,2605,2024-03-15 11:30:51,449,9230715340104
Offer 9,O006,915,867,140,124,565,2024-04-04 23:27:33,457,9230438965158
Offer 3,O010,2934,108,341,154,2377,2024-06-28 11:54:35,148,9230547718818
Offer 41,O018,9959,102,258,258,2634,2023-08-24 22:22:51,504,9230380831002
Offer 28,O009,3915,837,192,77,353,2024-05-31 15:08:09,670,9230933143804
Offer 31,O001,4052,723,443,161,767,2024-12-28 13:01:21,618,9230300480073
Offer 49,O004,8330,385,480,180,2197,2023-02-05 11:09:04,124,9230702302189
Offer 4,O044,9480,153,243,29,2233,2023-03-08 13:28:03,498,9230302161434
Offer 20,O047,7873,783,152,27,1408,2024-08-16 00:55:02,336,9230136370951
Offer 48,O004,3689,314,377,263,706,2023-03-28 23:42:31,371,9230279476066
Offer 41,O024,3961,463,140,211,2525,2023-04-06 23:15:13,185,9230926844978
Offer 20,O033,4282,981,326,110,728,2023-07-19 08:36:09,549,9230356540951
Offer 41,O044,5833,279,432,231,2092,2023-06-28 06:22:49,622,9230363807566
Offer 35,O031,5650,196,328,23,2623,2024-08-09 02:49:49,550,9230933143804
Offer 27,O050,4765,342,61,136,1977,2023-10-20 11:44:22,704,9230488909528
Offer 21,O004,6658,947,339,119,2920,2023-12-22 12:51:45,280,9230783578773
Offer 26,O029,8435,967,97,97,2833,2023-07-31 19:12:35,342,9230116725380
Offer 34,O008,8723,226,290,44,1958,2023-04-29 19:47:41,994,9230584816103
Offer 36,O041,9208,227,348,127,2364,2023-01-01 05:41:06,965,9230185115570
Offer 35,O046,4680,208,351,52,2727,2023-01-05 19:26:59,429,9230740178078
Offer 43,O037,2053,361,245,176,1099,2023-06-26 23:04:49,528,9230677273280
Offer 44,O014,3464,125,424,35,712,2023-10-13 18:53:22,358,9230889163981
Offer 47,O027,8965,288,255,287,1965,2023-11-13 14:53:02,464,9230231393360
Offer 4,O009,6966,338,471,83,2581,2023-06-29 17:14:03,316,9230503425792
Offer 13,O014,9203,521,437,84,2439,2023-02-27 01:25:10,126,9230308743962
Offer 42,O046,5234,223,202,273,1304,2023-04-29 15:25:58,731,9230644375655
Offer 17,O021,6334,502,321,185,2958,2024-01-21 15:04:31,437,9230230356648
Offer 15,O037,3656,356,182,248,739,2024-04-10 04:20:47,936,9230461913145
Offer 13,O005,9021,641,157,110,2893,2023-09-26 00:04:18,778,9230555117124
Offer 8,O007,908,996,138,179,647,2023-06-29 14:51:29,423,9230250373229
Offer 29,O002,7495,189,110,45,2128,2024-06-29 17:14:29,927,9230762083350
Offer 36,O022,3614,241,265,125,1873,2023-04-19 00:07:30,990,9230260106137
Offer 13,O013,8171,607,431,21,2716,2024-09-28 17:35:30,565,9230680847512
Offer 47,O014,1999,703,317,101,2913,2023-12-17 09:49:07,647,9230703883514
Offer 39,O039,4714,446,231,220,258,2023-09-08 23:06:58,426,9230857572590
Offer 48,O001,4687,893,279,138,2490,2024-06-06 00:47:56,519,9230189367566
Offer 50,O035,4633,970,336,243,1702,2023-12-29 05:50:09,312,9230608137268
Offer 11,O028,5403,797,277,173,888,2024-08-20 06:40:28,898,9230570122595
Offer 44,O009,7952,991,441,83,1835,2023-02-28 06:27:49,445,9230913662608
Offer 42,O023,661,177,397,264,1761,2023-03-30 13:31:22,611,9230458233434
Offer 13,O041,9309,589,448,33,639,2024-02-02 11:50:04,296,9230877653565
Offer 32,O038,8314,171,255,93,634,2024-01-22 21:52:39,87,9230750008450
Offer 23,O032,5671,301,81,252,881,2023-01-14 18:39:58,568,9230203822216
Offer 45,O040,3222,550,197,101,2961,2024-04-24 04:38:50,261,9230531073886
Offer 26,O043,3113,989,372,37,2415,2024-06-13 10:29:10,640,9230164210176
Offer 10,O039,2055,202,435,209,2997,2024-03-05 10:47:23,642,9230522252850
Offer 19,O019,1052,180,159,219,2441,2023-06-12 02:44:11,428,9230659891639
Offer 17,O002,9278,255,427,263,2683,2024-11-01 09:12:59,929,9230293207299
Offer 11,O008,2279,501,155,21,664,2023-12-08 01:39:58,451,9230363807566
Offer 39,O032,8637,467,350,20,2595,2023-08-06 18:43:14,319,9230710999422
Offer 5,O012,1524,434,205,23,1602,2024-11-01 09:29:27,319,9230328855785
Offer 41,O016,873,121,246,214,1985,2023-07-23 03:27:17,735,9230502363761
Offer 12,O027,6890,815,106,92,2748,2024-11-21 05:08:29,818,9230424834512
Offer 49,O046,1995,379,98,179,1919,2023-12-07 20:40:30,167,9230862699321
Offer 12,O032,1517,477,169,195,2397,2023-02-02 12:03:25,291,9230347659110
Offer 14,O021,5675,346,96,241,918,2024-02-24 12:51:31,475,9230813900597
Offer 7,O029,3238,145,393,48,1955,2023-09-15 01:29:26,161,9230101039883
Offer 23,O015,9303,129,227,34,1321,2024-06-15 20:52:01,976,9230356540951
Offer 24,O050,7043,365,218,38,2859,2023-08-12 04:01:02,340,9230938865042
Offer 17,O009,7839,303,383,139,2576,2023-04-11 20:19:47,915,9230609873958
Offer 19,O004,5336,497,458,188,901,2024-05-26 18:21:29,814,9230289915767
Offer 38,O013,6280,306,351,48,2007,2023-08-08 14:42:07,648,9230340061181
Offer 8,O023,3303,650,221,78,1081,2024-12-23 19:43:03,199,9230297855405
Offer 24,O048,9223,875,451,228,626,2023-05-30 04:49:21,609,9230620961607
Offer 26,O037,2473,432,122,214,1934,2024-12-13 23:02:17,343,9230164210176
Offer 40,O016,4518,187,75,235,1576,2023-05-01 08:00:07,544,9230206172868
Offer 43,O029,2058,640,126,244,1555,2023-03-07 18:41:08,767,9230164904391
Offer 31,O027,9401,141,328,298,2246,2024-07-25 11:27:49,968,9230783578773
Offer 41,O048,1767,134,340,184,1868,2023-01-22 19:38:05,845,9230377119445
Offer 37,O047,5467,159,152,255,738,2023-09-03 14:11:18,770,9230518578339
Offer 42,O043,761,207,224,188,2871,2023-12-06 00:08:48,899,9230283219045
Offer 17,O046,6420,859,267,297,1216,2024-03-04 11:20:36,737,9230913662608
Offer 41,O027,2464,326,109,187,2036,2024-11-09 19:11:48,207,9230993322733
Offer 37,O010,3753,652,354,113,2795,2023-04-11 04:07:55,532,9230224461766
Offer 2,O032,1127,143,357,280,456,2023-07-03 14:42:57,159,9230797287920
Offer 50,O017,6157,603,153,191,1298,2023-04-25 07:54:33,441,9230521821189
Offer 16,O048,4033,221,254,294,2040,2024-06-11 09:22:14,597,9230408988930
Offer 34,O008,1363,372,374,141,1953,2024-05-31 09:13:37,249,9230405694220
Offer 21,O039,6358,914,314,292,1245,2024-10-20 20:08:31,483,9230823544998
Offer 27,O038,1183,296,271,190,2805,2024-03-29 01:39:59,879,9230734656004
Offer 24,O013,1249,761,487,61,2118,2024-11-22 07:18:15,742,9230620962249
Offer 39,O034,7927,408,500,259,1309,2023-01-26 20:57:55,323,9230131679184
Offer 26,O042,4133,598,469,32,2655,2023-03-25 17:20:15,213,9230975398588
Offer 31,O038,5610,311,96,279,1541,2023-03-05 01:59:16,277,9230734119779
Offer 20,O045,4281,283,479,241,1560,2024-04-13 15:47:56,635,9230248021475
Offer 5,O015,4726,567,391,24,728,2024-09-17 21:40:08,265,9230174392318
Offer 37,O008,5975,924,362,56,2062,2024-12-11 16:01:32,187,9230104488435
Offer 4,O045,5725,399,399,156,1165,2024-12-09 03:29:17,366,9230525329325
Offer 42,O012,9900,735,96,224,2523,2024-01-05 18:37:40,790,9230927069977
Offer 9,O030,6985,333,158,289,961,2024-12-11 09:45:17,469,9230793158951
Offer 3,O047,5222,142,371,142,910,2024-12-05 13:49:37,708,9230732582752
Offer 32,O005,1158,732,283,42,1038,2024-03-23 10:05:41,821,9230189367566
Offer 35,O035,1792,413,94,288,1759,2024-04-15 05:09:33,508,9230712491291
Offer 50,O012,1166,565,438,31,2797,2023-11-19 13:45:15,626,9230707021158
Offer 21,O009,3890,209,302,197,2233,2024-11-24 21:52:29,280,9230945377575
Offer 17,O034,2684,627,149,63,208,2023-06-25 13:06:13,338,9230553625236
Offer 37,O049,9456,316,110,154,898,2023-03-17 10:50:22,628,9230655468230
Offer 2,O005,5557,591,381,36,1610,2023-01-31 02:33:55,617,9230584816103
Offer 30,O019,7732,843,171,220,262,2023-10-10 08:56:33,71,9230694303636
Offer 1,O010,8412,195,266,192,672,2023-07-03 21:07:57,50,9230844863890
Offer 42,O026,8099,819,121,81,1381,2024-07-19 15:18:40,785,9230380721970
Offer 50,O039,5514,433,103,128,1552,2024-11-03 17:20:38,427,9230701049720
Offer 44,O027,5713,552,111,84,395,2023-08-11 18:08:47,439,9230879503904
Offer 22,O039,7864,982,133,257,1873,2023-01-05 03:37:38,117,9230889042748
Offer 7,O040,6956,508,267,69,1085,2024-12-05 19:00:23,385,9230882185417
Offer 3,O002,6211,743,173,45,1114,2024-02-10 11:46:40,677,9230417634205
Offer 6,O015,6477,152,498,276,741,2023-06-24 20:22:17,449,9230284527343
Offer 28,O016,6322,697,196,247,1434,2023-02-07 01:54:06,779,9230174392318
Offer 28,O015,8436,190,406,269,234,2024-10-07 17:08:38,91,9230768600866
Offer 4,O019,4662,471,134,257,2119,2024-12-16 20:58:05,495,9230243910318
Offer 1,O011,7703,734,81,297,2216,2023-08-07 16:03:25,668,9230286659796
Offer 41,O047,2884,938,182,30,1282,2023-05-24 17:38:40,114,9230996583212
Offer 5,O042,2963,963,59,124,2741,2023-11-20 08:11:03,297,9230701049720
Offer 17,O023,9469,455,208,230,2223,2023-04-02 23:04:05,208,9230206993428
Offer 14,O024,1449,185,211,173,584,2024-05-16 04:45:32,410,9230894993614
Offer 35,O009,7414,220,229,70,1809,2023-07-17 19:18:26,972,9230136074684
Offer 50,O004,4433,509,223,188,1663,2024-11-21 03:46:43,330,9230131212541
Offer 7,O045,2718,763,418,283,822,2023-01-09 16:14:05,727,9230224556190
Offer 31,O048,1537,979,277,69,918,2024-12-26 11:35:30,127,9230957219651
Offer 42,O009,4866,113,91,248,1507,2024-05-24 21:35:57,243,9230823544998
Offer 42,O049,9569,984,445,208,2589,2024-04-06 13:50:16,209,9230784359368
Offer 8,O037,2222,939,299,284,1259,2023-03-28 00:37:42,927,9230203822216
Offer 17,O021,6813,309,461,86,2473,2024-09-13 05:12:10,360,9230297855405
Offer 18,O028,9838,430,148,272,1653,2023-10-21 20:54:30,539,9230172475544
Offer 38,O035,9610,489,97,220,2416,2023-05-25 21:08:37,852,9230577919273
Offer 21,O015,5259,872,235,189,2270,2024-07-31 00:13:50,738,9230365091079
Offer 50,O018,1278,708,232,138,1680,2024-04-27 21:15:46,841,9230216678436
Offer 4,O045,4964,845,118,138,1809,2023-03-08 20:16:49,894,9230136074684
Offer 11,O037,990,671,95,274,1031,2024-07-18 19:18:30,130,9230453084420
Offer 43,O012,5100,866,160,140,1068,2023-06-15 11:45:04,51,9230874591636
Offer 39,O013,4395,654,160,33,2089,2023-07-22 15:56:00,267,9230918324323
Offer 17,O020,4276,947,475,257,1247,2024-05-10 02:31:45,597,9230813900597
Offer 31,O019,7738,276,366,94,1901,2024-07-20 15:18:26,647,9230781941999
Offer 17,O034,1026,392,216,282,2469,2024-03-06 22:27:32,596,9230689135277
Offer 4,O039,8282,551,232,113,744,2024-04-01 23:27:23,678,9230216678436
Offer 13,O025,2442,890,347,243,1592,2023-10-11 07:08:35,997,9230510851164
Offer 50,O032,2265,145,80,101,2862,2024-06-16 20:39:33,284,9230401971867
Offer 19,O012,1701,460,461,260,938,2023-01-11 03:18:08,534,9230200289727
Offer 45,O013,1640,285,414,122,354,2023-07-14 16:39:43,432,9230439195173
Offer 40,O032,9295,544,196,229,212,2023-08-14 18:47:04,286,9230577919273
Offer 30,O007,9109,336,210,30,2069,2023-07-12 16:15:08,816,9230354967134
Offer 37,O035,557,811,435,24,1634,2024-11-12 09:42:02,776,9230519509585
Offer 28,O019,1497,361,187,286,2279,2024-12-05 03:35:01,239,9230488909528
Offer 32,O022,6901,757,123,300,887,2024-08-15 09:11:28,742,9230995147362
Offer 45,O023,2789,362,376,156,2382,2024-05-26 18:10:21,860,9230135736693
Offer 41,O020,5606,932,291,168,2369,2024-04-24 02:57:13,433,9230489567018
Offer 7,O016,8263,404,458,131,2546,2024-02-18 05:53:10,390,9230273259061
Offer 18,O039,7230,372,328,59,2564,2023-09-30 18:29:36,50,9230678620520
Offer 26,O017,7513,197,134,123,1838,2023-06-16 18:15:42,206,9230372079637
Offer 18,O042,7252,274,234,132,302,2024-04-01 16:52:43,619,9230161844343
Offer 33,O003,6695,883,61,58,803,2023-11-15 19:30:10,988,9230804324464
Offer 11,O025,594,988,76,126,2577,2023-08-23 08:15:18,509,9230436309566
Offer 32,O040,7974,278,367,83,766,2024-02-05 00:18:17,478,9230283219045
Offer 30,O031,3936,479,284,133,401,2023-08-06 09:55:50,847,9230213698765
Offer 50,O041,7761,939,487,247,396,2024-09-18 20:03:26,293,9230865836147
Offer 50,O001,5604,588,256,285,1870,2024-03-24 10:46:49,922,9230223870632
Offer 35,O033,6672,418,259,227,1417,2023-07-02 07:25:39,966,9230734656004
Offer 10,O024,5120,437,132,35,284,2023-03-31 06:54:09,275,9230692205256
Offer 38,O035,5531,809,247,231,2557,2024-07-26 02:30:56,894,9230678073159
Offer 14,O006,1857,536,301,173,2232,2024-04-23 08:25:09,966,9230677273280
Offer 44,O007,1625,547,250,186,2411,2024-04-12 23:42:43,318,9230175168797
Offer 39,O018,8392,746,260,205,1551,2024-08-23 15:34:43,917,9230108284824
Offer 41,O022,8940,161,64,158,1762,2023-01-02 13:09:55,612,9230169412325
Offer 15,O035,6244,188,278,90,2552,2023-09-05 20:47:37,326,9230182771385
Offer 5,O036,7402,608,192,40,1853,2024-10-24 17:29:47,464,9230692205256
Offer 25,O021,3471,309,263,238,1089,2023-06-03 17:44:12,503,9230918324323
Offer 44,O033,8582,177,409,84,1393,2024-06-27 10:51:29,785,9230210475028
Offer 23,O044,3415,491,491,244,1349,2023-10-04 21:08:12,529,9230808755530
Offer 36,O016,8499,190,122,80,2907,2024-05-22 07:40:24,96,9230555117124
Offer 14,O033,9464,305,405,261,2385,2023-11-26 22:45:00,233,9230857572590
Offer 31,O003,6579,818,496,207,536,2023-10-05 23:44:53,351,9230878531833
Offer 31,O023,3404,543,121,169,2458,2024-02-08 19:57:30,571,9230162731400
Offer 21,O048,9396,584,329,116,768,2023-10-17 21:46:02,632,9230328855785
Offer 45,O024,8237,553,404,100,1726,2023-06-08 23:35:47,231,9230259441946
Offer 2,O016,8253,956,60,108,2796,2024-04-03 15:55:43,743,9230206172868
Offer 42,O017,8590,703,307,85,1377,2024-07-08 15:49:18,697,9230224461766
Offer 32,O032,6557,503,482,167,1880,2023-04-11 11:42:39,318,9230401465493
Offer 39,O037,3796,785,431,272,2660,2024-03-03 21:12:34,146,9230292331082
Offer 11,O015,4201,783,74,129,2652,2024-03-01 20:24:14,913,9230199794288
Offer 30,O037,4181,148,494,186,945,2023-10-27 20:32:20,78,9230859759249
Offer 40,O025,4032,765,333,93,2111,2023-09-12 01:19:51,139,9230958106815
Offer 43,O003,3411,640,82,105,633,2024-12-14 20:40:49,347,9230349006281
Offer 27,O031,2074,187,449,138,2861,2023-03-04 17:20:12,799,9230744398113
Offer 34,O009,1511,326,226,161,470,2023-05-07 04:22:34,339,9230175549082
Offer 35,O032,3815,952,359,87,2187,2024-01-25 19:09:16,640,9230265833817
Offer 22,O048,5785,181,248,273,2759,2023-07-18 09:10:25,722,9230277017963
Offer 40,O029,526,192,357,287,1012,2024-05-12 10:49:43,609,9230848893085
Offer 18,O030,4239,695,444,250,1564,2023-12-07 14:48:49,916,9230250373229
Offer 50,O030,9448,387,250,235,1236,2023-03-27 04:54:59,378,9230424834512
Offer 45,O007,8132,418,74,31,2027,2024-09-23 06:41:14,362,9230544164977
Offer 12,O024,1928,931,355,121,871,2023-10-13 22:31:07,723,9230349006281
Offer 34,O036,1813,340,225,149,1505,2023-11-21 10:18:05,403,9230681869488
Offer 49,O038,7884,883,230,56,350,2024-02-14 01:17:11,411,9230696877696
Offer 42,O013,1422,889,321,118,2514,2024-06-08 02:23:51,507,9230515578106
Offer 13,O018,2638,693,490,240,2283,2024-05-09 01:25:56,967,9230323952441
Offer 31,O045,4815,929,335,216,1301,2024-10-20 10:26:31,495,9230113042916
Offer 30,O004,7063,890,411,174,2193,2024-03-01 21:36:06,830,9230130432269
Offer 41,O044,7313,356,116,115,714,2023-03-05 05:37:19,448,9230927056639
Offer 18,O014,2888,933,493,268,946,2023-08-05 07:45:28,316,9230283219045
Offer 50,O043,7617,535,115,138,1798,2024-05-21 20:39:21,684,9230759296495
Offer 50,O029,3010,374,160,264,1460,2023-02-03 22:07:04,866,9230406874492
Offer 12,O011,9323,302,78,72,520,2024-02-27 22:09:42,153,9230401971867
Offer 47,O044,7151,949,294,244,621,2024-07-24 12:40:02,243,9230892354021
Offer 43,O002,3699,858,261,112,2455,2023-09-21 04:25:16,611,9230963789911
Offer 44,O039,5540,918,279,77,1636,2023-03-04 17:05:02,436,9230265833817
Offer 6,O036,5370,321,440,72,1862,2024-09-20 14:53:51,741,9230608797513
Offer 5,O021,3191,472,491,35,381,2023-12-04 05:52:34,324,9230458233434
Offer 25,O004,2909,739,368,178,266,2024-09-15 18:17:48,621,9230804972100
Offer 27,O012,9254,351,223,64,418,2024-04-23 08:49:17,229,9230719228714
Offer 4,O040,9768,650,238,141,921,2024-09-29 04:05:38,267,9230483063262
Offer 50,O026,5463,718,484,143,2862,2023-10-05 02:01:57,454,9230130432269
Offer 41,O030,3808,958,358,214,719,2024-06-10 00:27:43,613,9230503425792
Offer 43,O037,613,326,381,275,1965,2024-02-10 13:25:56,555,9230702302189
Offer 37,O038,3792,180,434,157,2800,2024-06-16 19:01:35,810,9230291832784
Offer 15,O045,2068,442,115,21,2082,2023-04-09 11:49:41,602,9230850684352
Offer 40,O026,2055,369,58,176,1924,2024-03-16 01:28:11,530,9230757247005
Offer 12,O041,9157,196,60,61,358,2024-02-20 06:53:38,660,9230195976999
Offer 49,O017,3623,453,493,300,1747,2024-02-20 12:40:11,508,9230844863890
Offer 50,O017,7336,149,236,20,1402,2024-10-28 15:46:14,435,9230250373229
Offer 1,O005,5168,183,316,82,1713,2024-06-21 15:20:48,888,9230530607842
Offer 24,O021,5127,640,460,131,1937,2024-06-03 21:40:23,119,9230130432269
Offer 31,O030,1776,787,114,48,1402,2023-01-11 05:07:06,756,9230296988060
Offer 45,O007,9558,463,450,278,916,2024-11-23 04:25:42,517,9230515222731
Offer 27,O016,8070,941,96,38,2620,2024-06-08 23:52:18,762,9230526661255
Offer 21,O030,6420,505,212,187,2997,2024-02-18 12:46:48,144,9230848893085
Offer 14,O005,4197,894,106,48,1563,2024-03-25 09:41:43,85,9230493806941
Offer 6,O013,2101,753,59,236,738,2023-12-13 05:33:39,398,9230128026064
Offer 7,O045,6711,337,434,248,1692,2023-10-26 20:38:26,412,9230243179920
Offer 42,O006,615,514,489,25,2740,2024-05-29 12:51:19,625,9230490717091
Offer 27,O038,1002,831,368,97,2705,2024-07-19 04:01:15,435,9230297542011
Offer 33,O035,3287,373,417,202,388,2024-04-19 16:16:45,195,9230916001896
Offer 8,O034,2607,807,128,113,1146,2023-09-27 03:35:20,680,9230963789911
Offer 38,O010,8171,476,190,289,860,2023-01-10 11:02:30,439,9230136074684
Offer 49,O009,5406,311,202,232,384,2023-11-20 16:27:47,268,9230491718472
Offer 4,O042,3430,121,244,30,984,2023-11-27 18:10:08,181,9230793158951
Offer 46,O025,1404,338,357,266,531,2023-08-18 19:17:36,777,9230222425251
Offer 30,O009,6551,526,491,106,1072,2023-04-02 07:11:43,331,9230184750806
Offer 7,O028,2671,839,455,259,1714,2023-04-26 10:08:31,983,9230347659110
Offer 41,O010,6894,434,388,254,2565,2024-08-10 23:31:16,991,9230839531825
Offer 28,O048,6183,230,418,200,2272,2023-03-20 06:07:19,502,9230633703313
Offer 17,O007,6073,948,63,170,1591,2023-06-25 06:27:10,757,9230839531825
Offer 36,O047,9426,928,258,272,737,2024-01-27 01:20:52,547,9230297855405
Offer 1,O023,4674,597,321,142,1504,2023-06-28 18:01:51,829,9230344399416
Offer 13,O050,7304,197,205,105,2762,2023-09-06 11:25:18,576,9230639362130
Offer 23,O039,8540,142,365,28,1364,2024-10-31 09:55:52,555,9230957219651
Offer 2,O014,3719,202,262,168,2346,2024-11-20 15:19:29,892,9230843939004
Offer 48,O033,9376,363,328,26,2354,2023-02-22 12:22:57,602,9230927056639
Offer 44,O021,9539,832,466,203,2119,2024-10-17 17:24:26,370,9230509493265
Offer 1,O039,4435,337,138,65,1217,2024-07-13 09:07:05,59,9230407015189
Offer 5,O042,2582,256,391,108,1909,2024-11-16 13:19:05,247,9230322336485
Offer 39,O040,8167,695,285,250,1502,2023-03-02 19:15:08,516,9230469234286
Offer 49,O050,6425,395,418,207,2457,2023-02-16 07:53:45,266,9230377208567
Offer 50,O045,6168,412,317,142,1385,2023-04-07 18:16:10,703,9230544164977
Offer 6,O050,9300,905,325,196,2092,2024-12-28 08:22:25,677,9230732582752
Offer 27,O019,3115,441,61,248,1196,2024-07-14 01:33:26,553,9230731598505
Offer 49,O011,8382,682,393,154,2706,2023-11-02 09:31:58,497,9230861468048
Offer 19,O016,8793,884,106,183,1724,2024-08-26 05:50:25,972,9230380721970
